flanks	gene_id	mean_dpsi_per_lsv_junction	H3K4me3	H3K27me3	H3K9me3	H3K27ac
48993699-48994099	ENSG00000183207.14	-0.3251	0.12425	0.0	0.0	-0.11573
48993702-48994102	ENSG00000183207.14	-0.3251	0.12425	0.0	0.0	-0.11573
48993710-48994110	ENSG00000183207.14	-0.3251	0.12425	0.0	0.0	-0.11573
48993723-48994123	ENSG00000183207.14	-0.3251	0.12425	0.0	0.0	-0.11573
48999107-48999507	ENSG00000183207.14	-0.3251				
48999119-48999519	ENSG00000183207.14	-0.3251				
48999123-48999523	ENSG00000183207.14	-0.3251				
48999164-48999564	ENSG00000183207.14	-0.3251				
48999173-48999573	ENSG00000183207.14	-0.3251				
49513179-49513579	ENSG00000104870.13	-0.3249	-0.55582	0.0	0.0	1.19304
49513187-49513587	ENSG00000104870.13	-0.3249	-0.55582	0.0	0.0	1.19304
49513190-49513590	ENSG00000104870.13	-0.3249	-0.55582	0.0	0.0	1.19304
49513195-49513595	ENSG00000104870.13	-0.3249	-0.55582	0.0	0.0	1.19304
49513198-49513598	ENSG00000104870.13	-0.3249	-0.55582	0.0	0.0	1.19304
49513204-49513604	ENSG00000104870.13	-0.3249	-0.55582	0.0	0.0	1.19304
49513273-49513673	ENSG00000104870.13	-0.3249	-0.55582	0.0	0.0	1.19304
49513682-49514082	ENSG00000104870.13	-0.3249	-0.55582	0.0	0.0	0.0
49513718-49514118	ENSG00000104870.13	-0.3249	-0.55582	0.0	0.0	0.0
49513858-49514258	ENSG00000104870.13	-0.3249	-0.55582	0.0	0.0	1.32696
50020262-50020662	ENSG00000105053.11	0.5168				
50020385-50020785	ENSG00000105053.11	0.5168				
50020447-50020847	ENSG00000105053.11	0.5168				
50020449-50020849	ENSG00000105053.11	0.5168				
50024939-50025339	ENSG00000105053.11	0.5168	0.08816	0.0	0.0	0.0
50025067-50025467	ENSG00000105053.11	0.5168	0.08816	0.0	0.0	0.0
50025127-50025527	ENSG00000105053.11	0.5168	0.08816	0.0	0.0	0.0
50025146-50025546	ENSG00000105053.11	0.5168	0.08816	0.0	0.0	0.0
50025169-50025569	ENSG00000105053.11	0.5168	0.08816	0.0	0.0	0.0
50025170-50025570	ENSG00000105053.11	0.5168	0.08816	0.0	0.0	0.0
50025172-50025572	ENSG00000105053.11	0.5168	0.08816	0.0	0.0	0.0
50025202-50025602	ENSG00000105053.11	0.5168	0.08816	0.0	0.0	0.0
50025239-50025639	ENSG00000105053.11	0.5168	0.08816	0.0	0.0	0.0
53085932-53086332	ENSG00000170949.18	-0.4094				
53086062-53086462	ENSG00000170949.18	-0.4094				
53086121-53086521	ENSG00000170949.18	-0.4094				
53091297-53091697	ENSG00000170949.18	-0.4094				
53091329-53091729	ENSG00000170949.18	-0.4094				
53091353-53091753	ENSG00000170949.18	-0.4094				
53091437-53091837	ENSG00000170949.18	-0.4094				
53091520-53091920	ENSG00000170949.18	-0.4094				
53122412-53122812	ENSG00000170954.12	0.5108				
53122416-53122816	ENSG00000170954.12	0.5108				
53122462-53122862	ENSG00000170954.12	0.5108				
53122543-53122943	ENSG00000170954.12	0.5108				
53132549-53132949	ENSG00000170954.12	0.5108	-0.36946	0.46927	0.0	0.0
53132656-53133056	ENSG00000170954.12	0.5108	-0.36946	0.46927	0.0	0.0
53132675-53133075	ENSG00000170954.12	0.5108	-0.36946	0.46927	0.0	0.0
53132681-53133081	ENSG00000170954.12	0.5108	-0.36946	0.46927	0.0	0.0
53132684-53133084	ENSG00000170954.12	0.5108	-0.36946	0.46927	0.0	0.0
53132686-53133086	ENSG00000170954.12	0.5108	-0.36946	0.46927	0.0	0.0
53132688-53133088	ENSG00000170954.12	0.5108	-0.36946	0.46927	0.0	0.0
53132692-53133092	ENSG00000170954.12	0.5108	-0.36946	0.46927	0.0	0.0
53132695-53133095	ENSG00000170954.12	0.5108	-0.36946	0.46927	0.0	0.0
53132700-53133100	ENSG00000170954.12	0.5108	-0.36946	0.46927	0.0	0.0
53132704-53133104	ENSG00000170954.12	0.5108	-0.36946	0.46927	0.0	0.0
53132710-53133110	ENSG00000170954.12	0.5108	-0.36946	0.46927	0.0	0.0
53132716-53133116	ENSG00000170954.12	0.5108	-0.36946	0.46927	0.0	0.0
53132718-53133118	ENSG00000170954.12	0.5108	-0.36946	0.46927	0.0	0.0
53132720-53133120	ENSG00000170954.12	0.5108	-0.36946	0.46927	0.0	0.0
53252886-53253286	ENSG00000197928.11	-0.362				
53252956-53253356	ENSG00000197928.11	-0.362				
53254488-53254888	ENSG00000197928.11	-0.362	0.93318	0.0	0.0	0.1481
53254621-53255021	ENSG00000197928.11	-0.362	0.93318	0.0	0.0	0.0
53254631-53255031	ENSG00000197928.11	-0.362	0.93318	0.0	0.0	0.0
53254634-53255034	ENSG00000197928.11	-0.362	0.93318	0.0	0.0	0.0
53254646-53255046	ENSG00000197928.11	-0.362	0.93318	0.0	0.0	0.0
53254660-53255060	ENSG00000197928.11	-0.362	0.93318	0.0	0.0	0.0
53254673-53255073	ENSG00000197928.11	-0.362	0.93318	0.0	0.0	0.0
53254679-53255079	ENSG00000197928.11	-0.362	0.93318	0.0	0.0	0.0
53254698-53255098	ENSG00000197928.11	-0.362	0.93318	0.0	0.0	0.0
55455645-55456045	ENSG00000063241.8	-0.3037				
55455697-55456097	ENSG00000063241.8	-0.3037				
55456149-55456549	ENSG00000063241.8	-0.3037				
55456289-55456689	ENSG00000063241.8	-0.3037				
56140979-56141379	ENSG00000167685.15	-0.5064	0.32148	0.0	0.0	0.43841
56141083-56141483	ENSG00000167685.15	-0.5064	0.32148	0.0	0.0	0.43841
56141087-56141487	ENSG00000167685.15	-0.5064	0.32148	0.0	0.0	0.43841
56141103-56141503	ENSG00000167685.15	-0.5064	0.32148	0.0	0.0	0.43841
56141113-56141513	ENSG00000167685.15	-0.5064	0.32148	0.0	0.0	0.43841
56141120-56141520	ENSG00000167685.15	-0.5064	0.32148	0.0	0.0	0.43841
56141121-56141521	ENSG00000167685.15	-0.5064	0.32148	0.0	0.0	0.43841
56141157-56141557	ENSG00000167685.15	-0.5064	0.32148	0.0	0.0	0.43841
56145888-56146288	ENSG00000167685.15	-0.5064				
56146047-56146447	ENSG00000167685.15	-0.5064				
56146220-56146620	ENSG00000167685.15	-0.5064				
58090033-58090433	ENSG00000121413.13	-0.3354				
58090186-58090586	ENSG00000121413.13	-0.3354				
58097915-58098315	ENSG00000121413.13	-0.3354	-0.19368	0.0	0.0	-3.41419
58097974-58098374	ENSG00000121413.13	-0.3354	-0.19368	0.0	0.0	-3.41419
58098003-58098403	ENSG00000121413.13	-0.3354	-0.19368	0.0	0.0	-3.72806
58098010-58098410	ENSG00000121413.13	-0.3354	-0.19368	0.0	0.0	-3.72806
58098014-58098414	ENSG00000121413.13	-0.3354	-0.19368	0.0	0.0	-3.72806
58098028-58098428	ENSG00000121413.13	-0.3354	-0.20263	0.0	0.0	-3.72806
58098031-58098431	ENSG00000121413.13	-0.3354	-0.20263	0.0	0.0	-3.72806
58228714-58229114	ENSG00000198131.15	-0.512	-0.08359	0.0	0.0	0.88021
58228719-58229119	ENSG00000198131.15	-0.512	-0.08359	0.0	0.0	0.88021
58228739-58229139	ENSG00000198131.15	-0.512	-0.08359	0.0	0.0	0.88021
58228741-58229141	ENSG00000198131.15	-0.512	-0.08359	0.0	0.0	0.88021
58228746-58229146	ENSG00000198131.15	-0.512	-0.08359	0.0	0.0	0.88021
58228775-58229175	ENSG00000198131.15	-0.512	-0.08359	0.0	0.0	0.88021
58229056-58229456	ENSG00000198131.15	0.512	-0.08359	0.0	0.0	0.88021
58229265-58229665	ENSG00000198131.15	0.512	-0.08359	0.0	0.0	0.88021
58229268-58229668	ENSG00000198131.15	0.512	-0.08359	0.0	0.0	0.88021
58229271-58229671	ENSG00000198131.15	0.512	-0.08359	0.0	0.0	0.88021
58229330-58229730	ENSG00000198131.15	0.512	-0.08359	0.0	0.0	0.88021
58229370-58229770	ENSG00000198131.15	0.512	-0.08359	0.0	0.0	0.88021
7680633-7681033	ENSG00000181029.9	-0.4211	-0.66185	0.0	0.0	0.0
7680675-7681075	ENSG00000181029.9	-0.4211	-0.66185	0.0	0.0	0.0
7680678-7681078	ENSG00000181029.9	-0.4211	-0.66185	0.0	0.0	0.0
7680679-7681079	ENSG00000181029.9	-0.4211	-0.66185	0.0	0.0	0.0
7680826-7681226	ENSG00000181029.9	-0.4211	-0.66185	0.0	0.0	0.0
7680849-7681249	ENSG00000181029.9	-0.4211	-0.66185	0.0	0.0	0.0
7682042-7682442	ENSG00000181029.9	-0.4211	-0.66185	0.0	0.0	0.0
7682043-7682443	ENSG00000181029.9	-0.4211	-0.66185	0.0	0.0	0.0
7682122-7682522	ENSG00000181029.9	-0.4211	-0.66185	0.0	0.0	0.0
8089694-8090094	ENSG00000142449.13	0.569				
8089759-8090159	ENSG00000142449.13	0.569				
8089777-8090177	ENSG00000142449.13	0.569				
8089899-8090299	ENSG00000142449.13	0.569				
8090033-8090433	ENSG00000142449.13	0.569				
8090051-8090451	ENSG00000142449.13	0.569				
8091265-8091665	ENSG00000142449.13	0.5246				
8091390-8091790	ENSG00000142449.13	0.5246				
8109027-8109427	ENSG00000142449.13	0.2896				
8109188-8109588	ENSG00000142449.13	0.2896				
8109431-8109831	ENSG00000142449.13	0.2896				
8109553-8109953	ENSG00000142449.13	0.2896				
925581-925981	ENSG00000116017.11	0.3392	-1.10237	0.0	0.0	1.10674
925720-926120	ENSG00000116017.11	0.3392	-1.10237	0.0	0.0	0.87513
925835-926235	ENSG00000116017.11	0.3392	-1.10237	0.0	0.0	0.87513
925859-926259	ENSG00000116017.11	0.3392	-1.10237	0.0	0.0	0.87513
928945-929345	ENSG00000116017.11	0.3392				
929062-929462	ENSG00000116017.11	0.3392				
929157-929557	ENSG00000116017.11	0.3392				
101867012-101867412	ENSG00000071054.17	0.3364				
101867109-101867509	ENSG00000071054.17	0.3364				
101867656-101868056	ENSG00000071054.17	-0.3325				
101867829-101868229	ENSG00000071054.17	-0.3325				
101867837-101868237	ENSG00000071054.17	-0.3325				
101869422-101869822	ENSG00000071054.17	0.3364				
101869597-101869997	ENSG00000071054.17	0.3364				
110178223-110178623	ENSG00000144061.14	-0.348				
110178347-110178747	ENSG00000144061.14	-0.348				
110178365-110178765	ENSG00000144061.14	-0.348				
110178554-110178954	ENSG00000144061.14	0.3399				
110178735-110179135	ENSG00000144061.14	0.3399				
110179424-110179824	ENSG00000144061.14	0.3399				
110179484-110179884	ENSG00000144061.14	0.3399				
160367016-160367416	ENSG00000153250.21	-0.3213				
160367191-160367591	ENSG00000153250.21	-0.3213				
160407264-160407664	ENSG00000153250.21	-0.3213	-0.35206	0.0	0.0	-1.10594
188291814-188292214	ENSG00000144366.16	-0.3301	0.29647	0.0	0.0	0.05082
188291840-188292240	ENSG00000144366.16	-0.3301	0.29647	0.0	0.0	0.05082
188291966-188292366	ENSG00000144366.16	-0.3301	0.29647	0.0	0.0	0.05082
188292019-188292419	ENSG00000144366.16	-0.3301	0.29647	0.0	0.0	0.05082
188383563-188383963	ENSG00000144366.16	-0.3301	0.0	0.0	2.38398	0.0
188383689-188384089	ENSG00000144366.16	-0.3301	0.0	0.0	2.38398	0.0
201071801-201072201	ENSG00000119013.10	-0.2954	-0.07796	0.0	0.0	-0.26905
201071808-201072208	ENSG00000119013.10	-0.2954	-0.07796	0.0	0.0	-0.26905
201071822-201072222	ENSG00000119013.10	-0.2954	-0.07796	0.0	0.0	-0.26905
201071824-201072224	ENSG00000119013.10	-0.2954	-0.07796	0.0	0.0	-0.26905
201071830-201072230	ENSG00000119013.10	-0.2954	-0.07796	0.0	0.0	-0.26905
201071852-201072252	ENSG00000119013.10	-0.2954	-0.07796	0.0	0.0	-0.26905
201071859-201072259	ENSG00000119013.10	-0.2954	-0.07796	0.0	0.0	-0.26905
201078681-201079081	ENSG00000119013.10	-0.2954				
201078822-201079222	ENSG00000119013.10	-0.2954				
206281601-206282001	ENSG00000204186.10	-0.3129				
206281709-206282109	ENSG00000204186.10	-0.3129				
206297046-206297446	ENSG00000204186.10	-0.3129				
206297133-206297533	ENSG00000204186.10	-0.3129				
206297173-206297573	ENSG00000204186.10	-0.3129				
209709961-209710361	ENSG00000078018.21	0.7086				
209710054-209710454	ENSG00000078018.21	0.7086				
209710064-209710464	ENSG00000078018.21	0.7086				
209723395-209723795	ENSG00000078018.21	0.7847				
209723487-209723887	ENSG00000078018.21	0.7847				
209725509-209725909	ENSG00000078018.21	0.7847				
209725590-209725990	ENSG00000078018.21	0.7847				
218659423-218659823	ENSG00000074582.15	-0.3904	-0.11103	0.0	0.0	-0.13889
218659455-218659855	ENSG00000074582.15	-0.3904	-0.11103	0.0	0.0	-0.13889
218659456-218659856	ENSG00000074582.15	-0.3904	-0.11103	0.0	0.0	-0.13889
218659459-218659859	ENSG00000074582.15	-0.3904	-0.11103	0.0	0.0	-0.13889
218659483-218659883	ENSG00000074582.15	-0.3904	-0.11103	0.0	0.0	-0.13889
218659509-218659909	ENSG00000074582.15	-0.3904	-0.11103	0.0	0.0	-0.13889
218659514-218659914	ENSG00000074582.15	-0.3904	-0.11103	0.0	0.0	-0.13889
218659517-218659917	ENSG00000074582.15	-0.3904	-0.11103	0.0	0.0	-0.13889
218659537-218659937	ENSG00000074582.15	-0.3904	-0.11103	0.0	0.0	-0.13889
218659543-218659943	ENSG00000074582.15	-0.3904	-0.11103	0.0	0.0	-0.13889
218659560-218659960	ENSG00000074582.15	-0.3904	-0.11103	0.0	0.0	-0.13889
218659572-218659972	ENSG00000074582.15	-0.3904	-0.11103	0.0	0.0	-0.13889
218659600-218660000	ENSG00000074582.15	-0.3904	-0.11103	0.0	0.0	-0.13889
218660667-218661067	ENSG00000074582.15	-0.3904				
218660739-218661139	ENSG00000074582.15	-0.3904				
218660864-218661264	ENSG00000074582.15	-0.3904				
227352314-227352714	ENSG00000168958.20	-0.3663				
227352373-227352773	ENSG00000168958.20	-0.3663				
227355477-227355877	ENSG00000168958.20	-0.3663				
227355561-227355961	ENSG00000168958.20	-0.3663				
237748999-237749399	ENSG00000124831.19	-0.2955				
237749100-237749500	ENSG00000124831.19	-0.2955				
237749124-237749524	ENSG00000124831.19	-0.2955				
237751000-237751400	ENSG00000124831.19	0.2955				
237751071-237751471	ENSG00000124831.19	0.2955				
237753109-237753509	ENSG00000124831.19	0.2955				
237753279-237753679	ENSG00000124831.19	0.2955				
241315620-241316020	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315661-241316061	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315664-241316064	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315675-241316075	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315682-241316082	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315683-241316083	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315694-241316094	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315701-241316101	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315705-241316105	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315706-241316106	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315713-241316113	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315721-241316121	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315724-241316124	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315725-241316125	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315728-241316128	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315735-241316135	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315736-241316136	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315744-241316144	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315746-241316146	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315751-241316151	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315753-241316153	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315759-241316159	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315782-241316182	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315803-241316203	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.21464
241315970-241316370	ENSG00000168385.18	-0.3422	0.04996	0.0	0.0	0.07085
241323954-241324354	ENSG00000168385.18	-0.3422				
241324016-241324416	ENSG00000168385.18	-0.3422				
241324041-241324441	ENSG00000168385.18	-0.3422				
241324209-241324609	ENSG00000168385.18	-0.3422				
24163998-24164398	ENSG00000219626.9	0.6078				
24164056-24164456	ENSG00000219626.9	0.6078				
24164135-24164535	ENSG00000219626.9	0.6078				
24167427-24167827	ENSG00000219626.9	-0.4836				
24167469-24167869	ENSG00000219626.9	-0.4836				
24167483-24167883	ENSG00000219626.9	-0.4836				
24167620-24168020	ENSG00000219626.9	-0.4836				
24169156-24169556	ENSG00000219626.9	0.6078				
24169296-24169696	ENSG00000219626.9	0.6078				
25248052-25248452	ENSG00000119772.19	-0.3061				
25251932-25252332	ENSG00000119772.19	-0.3061	-0.25062	0.0	0.0	0.03042
25251994-25252394	ENSG00000119772.19	-0.3061	-0.25062	0.0	0.0	0.03042
25252111-25252511	ENSG00000119772.19	-0.3061	-0.30214	0.0	0.0	0.03042
271666-272066	ENSG00000143727.16	0.4504				
271739-272139	ENSG00000143727.16	0.4504				
271837-272237	ENSG00000143727.16	0.4504				
271865-272265	ENSG00000143727.16	0.4504				
271950-272350	ENSG00000143727.16	0.4504				
271992-272392	ENSG00000143727.16	0.4504				
272105-272505	ENSG00000143727.16	-0.4199				
27211267-27211667	ENSG00000138074.15	-0.3715	0.30319	0.0	0.0	0.24535
27211333-27211733	ENSG00000138074.15	-0.3715	0.30319	0.0	0.0	0.24535
27211511-27211911	ENSG00000138074.15	-0.3715	0.30319	0.0	0.0	0.24535
27211552-27211952	ENSG00000138074.15	-0.3715	0.30319	0.0	0.0	0.24535
27211567-27211967	ENSG00000138074.15	-0.3715	0.30319	0.0	0.0	0.24535
27211593-27211993	ENSG00000138074.15	-0.3715	0.30319	0.0	0.0	0.31406
27211688-27212088	ENSG00000138074.15	-0.3715	0.30319	0.0	0.0	0.31406
27211700-27212100	ENSG00000138074.15	-0.3715	0.30319	0.0	0.0	0.31406
27211738-27212138	ENSG00000138074.15	-0.3715	0.30319	0.0	0.0	0.31406
27211820-27212220	ENSG00000138074.15	-0.3715	0.30319	0.0	0.0	0.31406
27211830-27212230	ENSG00000138074.15	-0.3715	0.30319	0.0	0.0	0.31406
27211841-27212241	ENSG00000138074.15	-0.3715	0.30319	0.0	0.0	0.31406
32433444-32433844	ENSG00000115760.15	0.3628				
32433448-32433848	ENSG00000115760.15	0.3628				
32433604-32434004	ENSG00000115760.15	0.3628				
32435296-32435696	ENSG00000115760.15	0.3628				
32435385-32435785	ENSG00000115760.15	0.3628				
32435853-32436253	ENSG00000115760.15	0.3421				
32435875-32436275	ENSG00000115760.15	0.3421				
32435984-32436384	ENSG00000115760.15	0.3421				
42256301-42256701	ENSG00000143924.19	0.4989				
42256430-42256830	ENSG00000143924.19	0.4989				
42260921-42261321	ENSG00000143924.19	0.4989				
42261094-42261494	ENSG00000143924.19	0.4989				
42262978-42263378	ENSG00000143924.19	0.4211				
42263106-42263506	ENSG00000143924.19	0.4211				
44346068-44346468	ENSG00000138078.16	0.4575				
44346099-44346499	ENSG00000138078.16	0.4575				
44346190-44346590	ENSG00000138078.16	0.4575				
44359297-44359697	ENSG00000138078.16	0.4575				
55577115-55577515	ENSG00000275052.5	-0.2987				
55577156-55577556	ENSG00000275052.5	-0.2987				
55578047-55578447	ENSG00000275052.5	0.2987				
55578142-55578542	ENSG00000275052.5	0.2987				
55579479-55579879	ENSG00000275052.5	0.2987				
55579581-55579981	ENSG00000275052.5	0.2987				
61522411-61522811	ENSG00000082898.19	0.8078				
61522483-61522883	ENSG00000082898.19	0.8078				
61525070-61525470	ENSG00000082898.19	-0.8087				
61525133-61525533	ENSG00000082898.19	0.8078				
61525292-61525692	ENSG00000082898.19	0.8078				
85354520-85354920	ENSG00000115459.18	-0.5273	-0.08214	0.0	0.0	0.0
85354526-85354926	ENSG00000115459.18	-0.5273	-0.08214	0.0	0.0	0.0
85354546-85354946	ENSG00000115459.18	-0.5273	-0.08214	0.0	0.0	0.0
85354551-85354951	ENSG00000115459.18	-0.5273	-0.08214	0.0	0.0	0.0
85354553-85354953	ENSG00000115459.18	-0.5273	-0.08214	0.0	0.0	0.0
85354557-85354957	ENSG00000115459.18	-0.5273	-0.08214	0.0	0.0	0.0
85354569-85354969	ENSG00000115459.18	-0.5273	-0.08214	0.0	0.0	0.0
85354579-85354979	ENSG00000115459.18	-0.5273	-0.08214	0.0	0.0	0.0
85354603-85355003	ENSG00000115459.18	-0.5273	-0.08214	0.0	0.0	0.0
85354606-85355006	ENSG00000115459.18	-0.5273	-0.08214	0.0	0.0	0.0
85354629-85355029	ENSG00000115459.18	-0.5273	-0.08214	0.0	0.0	0.0
85354875-85355275	ENSG00000115459.18	0.5273	-0.08214	0.0	0.0	0.0
85354876-85355276	ENSG00000115459.18	0.5273	-0.08214	0.0	0.0	0.0
85354970-85355370	ENSG00000115459.18	0.5273	-0.08214	0.0	0.0	0.0
85355355-85355755	ENSG00000115459.18	0.5273	-0.08214	0.0	0.0	0.0
85355398-85355798	ENSG00000115459.18	0.5273	-0.08214	0.0	0.0	0.0
85355516-85355916	ENSG00000115459.18	0.5273	-0.08214	0.0	0.0	0.0
97209481-97209881	ENSG00000135976.21	0.3444				
97209509-97209909	ENSG00000135976.21	0.3444				
97209600-97210000	ENSG00000135976.21	0.3444	0.0	-0.33317	0.0	0.0
97209672-97210072	ENSG00000135976.21	0.3444	0.0	-0.33317	0.0	0.0
97211346-97211746	ENSG00000135976.21	0.3444				
97211374-97211774	ENSG00000135976.21	0.3444				
97211469-97211869	ENSG00000135976.21	0.3444				
97211541-97211941	ENSG00000135976.21	0.3444				
2461434-2461834	ENSG00000125835.20	0.3292				
2461442-2461842	ENSG00000125835.20	0.3292				
2461447-2461847	ENSG00000125835.20	0.3292				
2461448-2461848	ENSG00000125835.20	0.3292				
2461456-2461856	ENSG00000125835.20	0.3292				
2461460-2461860	ENSG00000125835.20	0.3292				
2461485-2461885	ENSG00000125835.20	0.3292				
2461492-2461892	ENSG00000125835.20	0.3292				
2461586-2461986	ENSG00000125835.20	0.3292				
2461593-2461993	ENSG00000125835.20	0.3292				
2461718-2462118	ENSG00000125835.20	0.3292				
2461739-2462139	ENSG00000125835.20	0.3292				
2462436-2462836	ENSG00000125835.20	0.3292				
2462561-2462961	ENSG00000125835.20	0.3292				
28600192-28600592	ENSG00000282826.3	0.3746				
28600261-28600661	ENSG00000282826.3	0.3746				
28602409-28602809	ENSG00000282826.3	0.3746	-1.88966	0.0	3.12693	0.0
28602514-28602914	ENSG00000282826.3	0.3746	-1.88966	0.0	3.12693	0.0
28602524-28602924	ENSG00000282826.3	0.3746	-1.88966	0.0	3.12693	0.0
28602536-28602936	ENSG00000282826.3	0.3746	-1.88966	0.0	3.12693	0.0
28602538-28602938	ENSG00000282826.3	0.3746	-1.88966	0.0	3.12693	0.0
28602569-28602969	ENSG00000282826.3	0.3746	-1.88966	0.0	3.12693	0.0
28602573-28602973	ENSG00000282826.3	0.3746	-1.88966	0.0	3.12693	0.0
3603905-3604305	ENSG00000088812.18	0.4969				
3604062-3604462	ENSG00000088812.18	0.4969				
3615628-3616028	ENSG00000088812.18	0.4969				
3615747-3616147	ENSG00000088812.18	0.4969				
36197659-36198059	ENSG00000088367.23	0.3809				
36197680-36198080	ENSG00000088367.23	0.3809				
36197841-36198241	ENSG00000088367.23	0.3809				
36209288-36209688	ENSG00000088367.23	-0.3052				
36209698-36210098	ENSG00000088367.23	-0.3809				
36212072-36212472	ENSG00000088367.23	0.3809				
36212176-36212576	ENSG00000088367.23	0.3809				
36236259-36236659	ENSG00000131043.13	-0.4859	2e-05	0.0	0.0	0.21333
36236264-36236664	ENSG00000131043.13	-0.4859	2e-05	0.0	0.0	0.21333
36236265-36236665	ENSG00000131043.13	-0.4859	2e-05	0.0	0.0	0.21333
36236268-36236668	ENSG00000131043.13	-0.4859	2e-05	0.0	0.0	0.21333
36236278-36236678	ENSG00000131043.13	-0.4859	2e-05	0.0	0.0	0.21333
36236284-36236684	ENSG00000131043.13	-0.4859	2e-05	0.0	0.0	0.21333
36236285-36236685	ENSG00000131043.13	-0.4859	2e-05	0.0	0.0	0.21333
36236303-36236703	ENSG00000131043.13	-0.4859	2e-05	0.0	0.0	0.21333
36239621-36240021	ENSG00000131043.13	-0.4859				
3624311-3624711	ENSG00000088812.18	-0.4969				
3624372-3624772	ENSG00000088812.18	-0.4969				
36461138-36461538	ENSG00000080845.19	-0.4119	-0.80341	0.0	0.0	0.0
36461268-36461668	ENSG00000080845.19	-0.4119	-0.80341	0.0	0.0	0.0
36461278-36461678	ENSG00000080845.19	-0.4119	-0.80341	0.0	0.0	0.0
36461280-36461680	ENSG00000080845.19	-0.4119	-0.80341	0.0	0.0	0.0
36461292-36461692	ENSG00000080845.19	-0.4119	-0.80341	0.0	0.0	0.0
36461310-36461710	ENSG00000080845.19	-0.4119	-0.80341	0.0	0.0	0.0
36496505-36496905	ENSG00000080845.19	-0.4119				
409630-410030	ENSG00000125826.21	0.3727				
409681-410081	ENSG00000125826.21	0.3727				
409684-410084	ENSG00000125826.21	0.3727				
409825-410225	ENSG00000125826.21	0.3727				
410212-410612	ENSG00000125826.21	0.3727				
417142-417542	ENSG00000125826.21	-0.38				
417326-417726	ENSG00000125826.21	-0.38				
417419-417819	ENSG00000125826.21	-0.38				
44214688-44215088	ENSG00000223891.7	0.4532				
44214698-44215098	ENSG00000223891.7	0.4532				
44214803-44215203	ENSG00000223891.7	0.4532				
44217167-44217567	ENSG00000223891.7	0.4532				
44224621-44225021	ENSG00000223891.7	-0.4434				
44531585-44531985	ENSG00000168734.14	-0.3049	-0.75233	0.0	0.0	-0.54553
44531709-44532109	ENSG00000168734.14	-0.3049	-0.75233	0.0	0.0	-0.54553
44531716-44532116	ENSG00000168734.14	-0.3049	-0.75233	0.0	0.0	-0.54553
44531778-44532178	ENSG00000168734.14	-0.3049	-0.75233	0.0	0.0	-0.54553
44589597-44589997	ENSG00000168734.14	-0.3049				
44589666-44590066	ENSG00000168734.14	-0.3049				
47658192-47658592	ENSG00000196562.15	0.4707				
47659199-47659599	ENSG00000196562.15	-0.3147				
47659252-47659652	ENSG00000196562.15	-0.3147				
47659497-47659897	ENSG00000196562.15	0.4707				
47659521-47659921	ENSG00000196562.15	0.4707				
47659530-47659930	ENSG00000196562.15	0.4707				
62126104-62126504	ENSG00000149657.20	0.3088				
62126239-62126639	ENSG00000149657.20	0.3088				
62127385-62127785	ENSG00000149657.20	-0.3047				
62127501-62127901	ENSG00000149657.20	-0.3047				
62129585-62129985	ENSG00000149657.20	0.3088				
62129752-62130152	ENSG00000149657.20	0.3088				
63241190-63241590	ENSG00000101198.15	0.4722				
63241306-63241706	ENSG00000101198.15	0.4722				
63242339-63242739	ENSG00000101198.15	0.4722				
63242423-63242823	ENSG00000101198.15	0.4722				
63243650-63244050	ENSG00000101198.15	-0.4722				
63243824-63244224	ENSG00000101198.15	-0.4722				
63243872-63244272	ENSG00000101198.15	-0.4722				
63243884-63244284	ENSG00000101198.15	-0.4722				
36961836-36962236	ENSG00000159267.17	-0.4507				
36961970-36962370	ENSG00000159267.17	-0.4507				
