gene_id	lsv_id	seqid	junction0	mean_dpsi_per_lsv_junction	probability_changing	flanks	start	stop	strand
ENSG00000170921.16	ENSG00000170921.16:t:63193991-63194139	chr17	63193991	0.5926	0.9999	63193731-63194131	63193731	63194131	+
ENSG00000170921.16	ENSG00000170921.16:t:63193991-63194139	chr17	63193991	0.5926	0.9999	63193791-63194191	63193791	63194191	+
ENSG00000170921.16	ENSG00000170921.16:t:63193991-63194139	chr17	63193991	0.5926	0.9999	63193794-63194194	63193794	63194194	+
ENSG00000170921.16	ENSG00000170921.16:t:63193991-63194139	chr17	63193991	0.5926	0.9999	63193870-63194270	63193870	63194270	+
ENSG00000170921.16	ENSG00000170921.16:t:63193991-63194139	chr17	63193991	0.5926	0.9999	63193882-63194282	63193882	63194282	+
ENSG00000170921.16	ENSG00000170921.16:t:63193991-63194139	chr17	63193991	0.5926	0.9999	63193939-63194339	63193939	63194339	+
ENSG00000108654.16	ENSG00000108654.16:t:64500987-64501143	chr17	64501143	0.4337	0.9897	64500787-64501187	64500787	64501187	-
ENSG00000108654.16	ENSG00000108654.16:t:64500987-64501143	chr17	64501143	0.4337	0.9897	64500857-64501257	64500857	64501257	-
ENSG00000108654.16	ENSG00000108654.16:t:64500987-64501143	chr17	64501143	0.4337	0.9897	64500943-64501343	64500943	64501343	-
ENSG00000108654.16	ENSG00000108654.16:t:64500987-64501143	chr17	64501143	0.4337	0.9897	64501014-64501414	64501014	64501414	-
ENSG00000108654.16	ENSG00000108654.16:t:64500987-64501143	chr17	64501143	0.4337	0.9897	64501061-64501461	64501061	64501461	-
ENSG00000108654.16	ENSG00000108654.16:t:64500987-64501143	chr17	64501143	0.4337	0.9897	64501113-64501513	64501113	64501513	-
ENSG00000108654.16	ENSG00000108654.16:t:64500987-64501143	chr17	64502010	-0.4337	0.9897	64501691-64502091	64501691	64502091	-
ENSG00000108654.16	ENSG00000108654.16:t:64500987-64501143	chr17	64502010	-0.4337	0.9897	64501810-64502210	64501810	64502210	-
ENSG00000108654.16	ENSG00000108654.16:t:64500987-64501143	chr17	64502010	-0.4337	0.9897	64501869-64502269	64501869	64502269	-
ENSG00000108654.16	ENSG00000108654.16:t:64500987-64501143	chr17	64502010	-0.4337	0.9897	64501870-64502270	64501870	64502270	-
ENSG00000108654.16	ENSG00000108654.16:t:64500987-64501143	chr17	64502010	-0.4337	0.9897	64501962-64502362	64501962	64502362	-
ENSG00000214176.10	ENSG00000214176.10:s:64821636-64822052	chr17	64805100	-0.8238	1.0	64804900-64805300	64804900	64805300	-
ENSG00000214176.10	ENSG00000214176.10:s:64821636-64822052	chr17	64815245	0.7363	1.0	64815045-64815445	64815045	64815445	-
ENSG00000214176.10	ENSG00000214176.10:s:64821636-64822052	chr17	64821767	0.7363	1.0	64821436-64821836	64821436	64821836	-
ENSG00000214176.10	ENSG00000214176.10:s:64821636-64822052	chr17	64821767	0.7363	1.0	64821567-64821967	64821567	64821967	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64974641	0.5392	0.9966	64974355-64974755	64974355	64974755	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64974641	0.5392	0.9966	64974441-64974841	64974441	64974841	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64974951	0.5392	0.9966	64974751-64975151	64974751	64975151	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64974951	0.5392	0.9966	64974917-64975317	64974917	64975317	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64975560	-0.5392	0.9966	64975360-64975760	64975360	64975760	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64975560	-0.5392	0.9966	64975367-64975767	64975367	64975767	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64975560	-0.5392	0.9966	64975371-64975771	64975371	64975771	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64975560	-0.5392	0.9966	64975373-64975773	64975373	64975773	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64975560	-0.5392	0.9966	64975376-64975776	64975376	64975776	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64975560	-0.5392	0.9966	64975379-64975779	64975379	64975779	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64975560	-0.5392	0.9966	64975383-64975783	64975383	64975783	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64975560	-0.5392	0.9966	64975395-64975795	64975395	64975795	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64975560	-0.5392	0.9966	64975399-64975799	64975399	64975799	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64975560	-0.5392	0.9966	64975405-64975805	64975405	64975805	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64975560	-0.5392	0.9966	64975408-64975808	64975408	64975808	-
ENSG00000214174.9	ENSG00000214174.9:t:64974555-64974641	chr17	64975560	-0.5392	0.9966	64975417-64975817	64975417	64975817	-
ENSG00000171634.19	ENSG00000171634.19:t:67886128-67886316	chr17	67875020	0.5693	1.0	67874720-67875120	67874720	67875120	+
ENSG00000171634.19	ENSG00000171634.19:t:67886128-67886316	chr17	67875020	0.5693	1.0	67874820-67875220	67874820	67875220	+
ENSG00000171634.19	ENSG00000171634.19:s:67874817-67875020	chr17	67875556	-0.4349	1.0	67875356-67875756	67875356	67875756	+
ENSG00000171634.19	ENSG00000171634.19:s:67874817-67875020	chr17	67875556	-0.4349	1.0	67875544-67875944	67875544	67875944	+
ENSG00000171634.19	ENSG00000171634.19:t:67886128-67886316	chr17	67886128	0.5693	1.0	67885928-67886328	67885928	67886328	+
ENSG00000171634.19	ENSG00000171634.19:t:67886128-67886316	chr17	67886128	0.5693	1.0	67886116-67886516	67886116	67886516	+
ENSG00000171634.19	ENSG00000171634.19:t:67891452-67892034	chr17	67891844	0.3531	0.9995	67891644-67892044	67891644	67892044	+
ENSG00000171634.19	ENSG00000171634.19:t:67891452-67892034	chr17	67891844	0.3531	0.9995	67891762-67892162	67891762	67892162	+
ENSG00000171634.19	ENSG00000171634.19:t:67891452-67892034	chr17	67891844	0.3531	0.9995	67891834-67892234	67891834	67892234	+
ENSG00000132522.16	ENSG00000132522.16:t:7314959-7315123	chr17	7315119	0.6657	1.0	7314759-7315159	7314759	7315159	-
ENSG00000132522.16	ENSG00000132522.16:t:7314959-7315123	chr17	7315119	0.6657	1.0	7314919-7315319	7314919	7315319	-
ENSG00000132522.16	ENSG00000132522.16:t:7314959-7315123	chr17	7315119	0.6657	1.0	7314920-7315320	7314920	7315320	-
ENSG00000132522.16	ENSG00000132522.16:t:7314959-7315123	chr17	7315119	0.6657	1.0	7314923-7315323	7314923	7315323	-
ENSG00000132522.16	ENSG00000132522.16:t:7314959-7315123	chr17	7315119	0.6657	1.0	7315052-7315452	7315052	7315452	-
ENSG00000132522.16	ENSG00000132522.16:t:7314959-7315123	chr17	7315119	0.6657	1.0	7315093-7315493	7315093	7315493	-
ENSG00000132522.16	ENSG00000132522.16:t:7314959-7315123	chr17	7315252	0.6657	1.0	7315121-7315521	7315121	7315521	-
ENSG00000132522.16	ENSG00000132522.16:t:7314959-7315123	chr17	7315252	0.6657	1.0	7315122-7315522	7315122	7315522	-
ENSG00000132522.16	ENSG00000132522.16:t:7314959-7315123	chr17	7315252	0.6657	1.0	7315128-7315528	7315128	7315528	-
ENSG00000132522.16	ENSG00000132522.16:t:7314959-7315123	chr17	7315252	0.6657	1.0	7315131-7315531	7315131	7315531	-
ENSG00000132522.16	ENSG00000132522.16:t:7314959-7315123	chr17	7315252	0.6657	1.0	7315143-7315543	7315143	7315543	-
ENSG00000132522.16	ENSG00000132522.16:t:7314959-7315123	chr17	7315252	0.6657	1.0	7315148-7315548	7315148	7315548	-
ENSG00000132522.16	ENSG00000132522.16:t:7314959-7315123	chr17	7315252	0.6657	1.0	7315160-7315560	7315160	7315560	-
ENSG00000132522.16	ENSG00000132522.16:t:7314959-7315123	chr17	7315252	0.6657	1.0	7315207-7315607	7315207	7315607	-
ENSG00000132522.16	ENSG00000132522.16:t:7314959-7315123	chr17	7315331	-0.6657	1.0	7315297-7315697	7315297	7315697	-
ENSG00000125447.18	ENSG00000125447.18:s:75246509-75246584	chr17	75243570	0.3014	0.974	75243247-75243647	75243247	75243647	-
ENSG00000125447.18	ENSG00000125447.18:s:75246509-75246584	chr17	75243570	0.3014	0.974	75243317-75243717	75243317	75243717	-
ENSG00000125447.18	ENSG00000125447.18:s:75246509-75246584	chr17	75243570	0.3014	0.974	75243370-75243770	75243370	75243770	-
ENSG00000125447.18	ENSG00000125447.18:s:75246509-75246584	chr17	75244717	-0.3014	0.974	75244419-75244819	75244419	75244819	-
ENSG00000125447.18	ENSG00000125447.18:s:75246509-75246584	chr17	75244717	-0.3014	0.974	75244517-75244917	75244517	75244917	-
ENSG00000125447.18	ENSG00000125447.18:s:75246509-75246584	chr17	75246509	0.3014	0.974	75246309-75246709	75246309	75246709	-
ENSG00000125447.18	ENSG00000125447.18:s:75246509-75246584	chr17	75246509	0.3014	0.974	75246384-75246784	75246384	75246784	-
ENSG00000182173.14	ENSG00000182173.14:t:75524262-75524735	chr17	75523368	0.3065	0.9912	75523050-75523450	75523050	75523450	+
ENSG00000182173.14	ENSG00000182173.14:t:75524262-75524735	chr17	75523368	0.3065	0.9912	75523075-75523475	75523075	75523475	+
ENSG00000182173.14	ENSG00000182173.14:t:75524262-75524735	chr17	75523368	0.3065	0.9912	75523087-75523487	75523087	75523487	+
ENSG00000182173.14	ENSG00000182173.14:t:75524262-75524735	chr17	75523368	0.3065	0.9912	75523135-75523535	75523135	75523535	+
ENSG00000182173.14	ENSG00000182173.14:t:75524262-75524735	chr17	75523779	-0.3065	0.9912	75523463-75523863	75523463	75523863	+
ENSG00000182173.14	ENSG00000182173.14:t:75524262-75524735	chr17	75523779	-0.3065	0.9912	75523579-75523979	75523579	75523979	+
ENSG00000182173.14	ENSG00000182173.14:t:75524262-75524735	chr17	75524311	0.3065	0.9912	75524062-75524462	75524062	75524462	+
ENSG00000182173.14	ENSG00000182173.14:t:75524262-75524735	chr17	75524311	0.3065	0.9912	75524220-75524620	75524220	75524620	+
ENSG00000141504.12	ENSG00000141504.12:t:7626707-7626793	chr17	7626793	0.5613	1.0	7626414-7626814	7626414	7626814	-
ENSG00000141504.12	ENSG00000141504.12:t:7626707-7626793	chr17	7626793	0.5613	1.0	7626507-7626907	7626507	7626907	-
ENSG00000141504.12	ENSG00000141504.12:t:7626707-7626793	chr17	7626793	0.5613	1.0	7626553-7626953	7626553	7626953	-
ENSG00000141504.12	ENSG00000141504.12:t:7626707-7626793	chr17	7626793	0.5613	1.0	7626582-7626982	7626582	7626982	-
ENSG00000141504.12	ENSG00000141504.12:t:7626707-7626793	chr17	7626793	0.5613	1.0	7626593-7626993	7626593	7626993	-
ENSG00000141504.12	ENSG00000141504.12:t:7626707-7626793	chr17	7626793	0.5613	1.0	7626743-7627143	7626743	7627143	-
ENSG00000141504.12	ENSG00000141504.12:t:7626707-7626793	chr17	7626793	0.5613	1.0	7626746-7627146	7626746	7627146	-
ENSG00000141504.12	ENSG00000141504.12:t:7626707-7626793	chr17	7626793	0.5613	1.0	7626759-7627159	7626759	7627159	-
ENSG00000141504.12	ENSG00000141504.12:t:7626707-7626793	chr17	7627143	0.5613	1.0	7626844-7627244	7626844	7627244	-
ENSG00000141504.12	ENSG00000141504.12:t:7626707-7626793	chr17	7627143	0.5613	1.0	7626939-7627339	7626939	7627339	-
ENSG00000141504.12	ENSG00000141504.12:t:7626707-7626793	chr17	7627143	0.5613	1.0	7626943-7627343	7626943	7627343	-
ENSG00000141504.12	ENSG00000141504.12:t:7626707-7626793	chr17	7627143	0.5613	1.0	7627026-7627426	7627026	7627426	-
ENSG00000182534.14	ENSG00000182534.14:t:76679566-76680879	chr17	76680879	0.2936	0.9514	76680577-76680977	76680577	76680977	-
ENSG00000182534.14	ENSG00000182534.14:t:76679566-76680879	chr17	76680879	0.2936	0.9514	76680679-76681079	76680679	76681079	-
ENSG00000182534.14	ENSG00000182534.14:t:76679566-76680879	chr17	76683847	-0.2936	0.9514	76683647-76684047	76683647	76684047	-
ENSG00000182534.14	ENSG00000182534.14:t:76679566-76680879	chr17	76683847	-0.2936	0.9514	76683727-76684127	76683727	76684127	-
ENSG00000182534.14	ENSG00000182534.14:t:76679566-76680879	chr17	76685072	0.2936	0.9514	76684872-76685272	76684872	76685272	-
ENSG00000182534.14	ENSG00000182534.14:t:76679566-76680879	chr17	76685072	0.2936	0.9514	76684965-76685365	76684965	76685365	-
ENSG00000184640.20	ENSG00000184640.20:t:77402059-77402089	chr17	77307197	0.3786	1.0	77306941-77307341	77306941	77307341	+
ENSG00000184640.20	ENSG00000184640.20:t:77402059-77402089	chr17	77307197	0.3786	1.0	77306997-77307397	77306997	77307397	+
ENSG00000184640.20	ENSG00000184640.20:t:77402059-77402089	chr17	77373552	-0.4578	1.0	77373352-77373752	77373352	77373752	+
ENSG00000184640.20	ENSG00000184640.20:t:77402059-77402089	chr17	77402059	0.3786	1.0	77401859-77402259	77401859	77402259	+
ENSG00000184640.20	ENSG00000184640.20:t:77402059-77402089	chr17	77402059	0.3786	1.0	77401889-77402289	77401889	77402289	+
ENSG00000184640.20	ENSG00000184640.20:t:77402059-77402089	chr17	77402059	0.3786	1.0	77401901-77402301	77401901	77402301	+
ENSG00000184640.20	ENSG00000184640.20:t:77402059-77402089	chr17	77402059	0.3786	1.0	77402000-77402400	77402000	77402400	+
ENSG00000183011.14	ENSG00000183011.14:t:7856985-7857263	chr17	7857198	0.3624	0.9985	7856815-7857215	7856815	7857215	-
ENSG00000183011.14	ENSG00000183011.14:t:7856985-7857263	chr17	7857198	0.3624	0.9985	7856998-7857398	7856998	7857398	-
ENSG00000183011.14	ENSG00000183011.14:t:7856985-7857263	chr17	7857198	0.3624	0.9985	7857063-7857463	7857063	7857463	-
ENSG00000183011.14	ENSG00000183011.14:t:7856985-7857263	chr17	7857198	0.3624	0.9985	7857183-7857583	7857183	7857583	-
ENSG00000183011.14	ENSG00000183011.14:t:7856985-7857263	chr17	7857383	0.3624	0.9985	7857359-7857759	7857359	7857759	-
ENSG00000183011.14	ENSG00000183011.14:t:7856985-7857263	chr17	7857383	0.3624	0.9985	7857362-7857762	7857362	7857762	-
ENSG00000183011.14	ENSG00000183011.14:t:7856985-7857263	chr17	7857383	0.3624	0.9985	7857363-7857763	7857363	7857763	-
ENSG00000183011.14	ENSG00000183011.14:t:7856985-7857263	chr17	7883235	-0.359	0.9967	7883035-7883435	7883035	7883435	-
ENSG00000183011.14	ENSG00000183011.14:t:7856985-7857263	chr17	7883235	-0.359	0.9967	7883135-7883535	7883135	7883535	-
ENSG00000170004.18	ENSG00000170004.18:s:7907353-7907488	chr17	7907488	0.4683	0.9968	7907153-7907553	7907153	7907553	+
ENSG00000170004.18	ENSG00000170004.18:s:7907353-7907488	chr17	7907488	0.4683	0.9968	7907239-7907639	7907239	7907639	+
ENSG00000170004.18	ENSG00000170004.18:s:7907353-7907488	chr17	7907488	0.4683	0.9968	7907288-7907688	7907288	7907688	+
ENSG00000170004.18	ENSG00000170004.18:s:7907353-7907488	chr17	7907488	0.4683	0.9968	7907401-7907801	7907401	7907801	+
ENSG00000170004.18	ENSG00000170004.18:s:7907353-7907488	chr17	7907894	0.4683	0.9968	7907496-7907896	7907496	7907896	+
ENSG00000170004.18	ENSG00000170004.18:s:7907353-7907488	chr17	7907894	0.4683	0.9968	7907502-7907902	7907502	7907902	+
ENSG00000170004.18	ENSG00000170004.18:s:7907353-7907488	chr17	7907894	0.4683	0.9968	7907691-7908091	7907691	7908091	+
ENSG00000170004.18	ENSG00000170004.18:s:7907353-7907488	chr17	7907894	0.4683	0.9968	7907694-7908094	7907694	7908094	+
ENSG00000170004.18	ENSG00000170004.18:s:7907353-7907488	chr17	7907894	0.4683	0.9968	7907711-7908111	7907711	7908111	+
ENSG00000170004.18	ENSG00000170004.18:s:7907353-7907488	chr17	7907894	0.4683	0.9968	7907792-7908192	7907792	7908192	+
ENSG00000170004.18	ENSG00000170004.18:s:7907353-7907488	chr17	7907894	0.4683	0.9968	7907819-7908219	7907819	7908219	+
ENSG00000175866.16	ENSG00000175866.16:s:81108475-81108827	chr17	81108509	0.4499	1.0	81108275-81108675	81108275	81108675	+
ENSG00000175866.16	ENSG00000175866.16:s:81108475-81108827	chr17	81108509	0.4499	1.0	81108309-81108709	81108309	81108709	+
ENSG00000175866.16	ENSG00000175866.16:t:81115770-81116225	chr17	81110959	0.4675	1.0	81110714-81111114	81110714	81111114	+
ENSG00000175866.16	ENSG00000175866.16:t:81115770-81116225	chr17	81110959	0.4675	1.0	81110755-81111155	81110755	81111155	+
ENSG00000175866.16	ENSG00000175866.16:t:81115770-81116225	chr17	81110959	0.4675	1.0	81110759-81111159	81110759	81111159	+
ENSG00000175866.16	ENSG00000175866.16:t:81115770-81116225	chr17	81115770	0.4675	1.0	81115570-81115970	81115570	81115970	+
ENSG00000175866.16	ENSG00000175866.16:t:81115770-81116225	chr17	81115770	0.4675	1.0	81115617-81116017	81115617	81116017	+
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81936861	-0.3097	0.9891	81936548-81936948	81936548	81936948	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81936861	-0.3097	0.9891	81936575-81936975	81936575	81936975	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81936861	-0.3097	0.9891	81936661-81937061	81936661	81937061	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81936861	-0.3097	0.9891	81936669-81937069	81936669	81937069	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81936861	-0.3097	0.9891	81936770-81937170	81936770	81937170	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81937242	-0.3097	0.9891	81936980-81937380	81936980	81937380	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81937242	-0.3097	0.9891	81936993-81937393	81936993	81937393	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81937242	-0.3097	0.9891	81937028-81937428	81937028	81937428	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81937242	-0.3097	0.9891	81937039-81937439	81937039	81937439	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81937242	-0.3097	0.9891	81937048-81937448	81937048	81937448	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81937242	-0.3097	0.9891	81937057-81937457	81937057	81937457	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81937242	-0.3097	0.9891	81937058-81937458	81937058	81937458	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81937242	-0.3097	0.9891	81937062-81937462	81937062	81937462	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81937242	-0.3097	0.9891	81937096-81937496	81937096	81937496	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81937242	-0.3097	0.9891	81937100-81937500	81937100	81937500	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81937242	-0.3097	0.9891	81937127-81937527	81937127	81937527	-
ENSG00000183010.17	ENSG00000183010.17:t:81936748-81936869	chr17	81937242	-0.3097	0.9891	81937128-81937528	81937128	81937528	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8382315	0.3754	1.0	8381943-8382343	8381943	8382343	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8382315	0.3754	1.0	8382109-8382509	8382109	8382509	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8382315	0.3754	1.0	8382115-8382515	8382115	8382515	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8382315	0.3754	1.0	8382138-8382538	8382138	8382538	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8382781	0.3754	1.0	8382575-8382975	8382575	8382975	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8382781	0.3754	1.0	8382581-8382981	8382581	8382981	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8382781	0.3754	1.0	8382662-8383062	8382662	8383062	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8383157	-0.6137	1.0	8382809-8383209	8382809	8383209	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8383157	-0.6137	1.0	8382942-8383342	8382942	8383342	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8383157	-0.6137	1.0	8382957-8383357	8382957	8383357	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8383157	-0.6137	1.0	8382964-8383364	8382964	8383364	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8383157	-0.6137	1.0	8382966-8383366	8382966	8383366	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8383157	-0.6137	1.0	8382987-8383387	8382987	8383387	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8383157	-0.6137	1.0	8382992-8383392	8382992	8383392	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8383157	-0.6137	1.0	8382993-8383393	8382993	8383393	-
ENSG00000161970.15	ENSG00000161970.15:t:8382130-8382554	chr17	8383157	-0.6137	1.0	8383013-8383413	8383013	8383413	-
ENSG00000154864.14	ENSG00000154864.14:t:10731203-10731521	chr18	10731521	0.3669	0.9921	10731207-10731607	10731207	10731607	-
ENSG00000154864.14	ENSG00000154864.14:t:10731203-10731521	chr18	10731521	0.3669	0.9921	10731321-10731721	10731321	10731721	-
ENSG00000154864.14	ENSG00000154864.14:t:10731203-10731521	chr18	10735232	0.3669	0.9921	10735032-10735432	10735032	10735432	-
ENSG00000154864.14	ENSG00000154864.14:t:10731203-10731521	chr18	10735232	0.3669	0.9921	10735130-10735530	10735130	10735530	-
ENSG00000154864.14	ENSG00000154864.14:t:10731203-10731521	chr18	10736604	-0.3669	0.9921	10736404-10736804	10736404	10736804	-
ENSG00000154864.14	ENSG00000154864.14:t:10731203-10731521	chr18	10736604	-0.3669	0.9921	10736510-10736910	10736510	10736910	-
ENSG00000141404.17	ENSG00000141404.17:t:11752806-11752925	chr18	11689939	-0.3674	0.9884	11689739-11690139	11689739	11690139	+
ENSG00000141404.17	ENSG00000141404.17:t:11752806-11752925	chr18	11752578	0.3674	0.9884	11752378-11752778	11752378	11752778	+
ENSG00000141404.17	ENSG00000141404.17:t:11752806-11752925	chr18	11752853	0.3674	0.9884	11752606-11753006	11752606	11753006	+
ENSG00000141404.17	ENSG00000141404.17:t:11752806-11752925	chr18	11752853	0.3674	0.9884	11752653-11753053	11752653	11753053	+
ENSG00000141404.17	ENSG00000141404.17:t:11752806-11752925	chr18	11752853	0.3674	0.9884	11752684-11753084	11752684	11753084	+
ENSG00000141404.17	ENSG00000141404.17:t:11752806-11752925	chr18	11752853	0.3674	0.9884	11752725-11753125	11752725	11753125	+
ENSG00000175322.12	ENSG00000175322.12:t:14078200-14078298	chr18	14078298	0.4698	0.9955	14078000-14078400	14078000	14078400	-
ENSG00000175322.12	ENSG00000175322.12:t:14078200-14078298	chr18	14078298	0.4698	0.9955	14078074-14078474	14078074	14078474	-
ENSG00000175322.12	ENSG00000175322.12:t:14078200-14078298	chr18	14078298	0.4698	0.9955	14078098-14078498	14078098	14078498	-
ENSG00000175322.12	ENSG00000175322.12:t:14078200-14078298	chr18	14080189	0.4698	0.9955	14079989-14080389	14079989	14080389	-
ENSG00000175322.12	ENSG00000175322.12:t:14078200-14078298	chr18	14080189	0.4698	0.9955	14080066-14080466	14080066	14080466	-
ENSG00000175322.12	ENSG00000175322.12:t:14078200-14078298	chr18	14084877	-0.4698	0.9955	14084677-14085077	14084677	14085077	-
ENSG00000175322.12	ENSG00000175322.12:t:14078200-14078298	chr18	14084877	-0.4698	0.9955	14084876-14085276	14084876	14085276	-
ENSG00000134769.23	ENSG00000134769.23:t:34755976-34756043	chr18	34679592	0.8871	1.0	34679268-34679668	34679268	34679668	+
ENSG00000134769.23	ENSG00000134769.23:t:34755976-34756043	chr18	34679592	0.8871	1.0	34679337-34679737	34679337	34679737	+
ENSG00000134769.23	ENSG00000134769.23:t:34755976-34756043	chr18	34679592	0.8871	1.0	34679392-34679792	34679392	34679792	+
ENSG00000134769.23	ENSG00000134769.23:t:34755976-34756043	chr18	34710445	-0.8691	1.0	34710061-34710461	34710061	34710461	+
ENSG00000134769.23	ENSG00000134769.23:t:34755976-34756043	chr18	34710445	-0.8691	1.0	34710084-34710484	34710084	34710484	+
ENSG00000134769.23	ENSG00000134769.23:t:34755976-34756043	chr18	34710445	-0.8691	1.0	34710094-34710494	34710094	34710494	+
ENSG00000134769.23	ENSG00000134769.23:t:34755976-34756043	chr18	34710445	-0.8691	1.0	34710097-34710497	34710097	34710497	+
ENSG00000134769.23	ENSG00000134769.23:t:34755976-34756043	chr18	34710445	-0.8691	1.0	34710098-34710498	34710098	34710498	+
ENSG00000134769.23	ENSG00000134769.23:t:34755976-34756043	chr18	34710445	-0.8691	1.0	34710118-34710518	34710118	34710518	+
ENSG00000134769.23	ENSG00000134769.23:t:34755976-34756043	chr18	34710445	-0.8691	1.0	34710227-34710627	34710227	34710627	+
ENSG00000134769.23	ENSG00000134769.23:t:34755976-34756043	chr18	34710445	-0.8691	1.0	34710245-34710645	34710245	34710645	+
ENSG00000134769.23	ENSG00000134769.23:t:34755976-34756043	chr18	34755976	0.8871	1.0	34755776-34756176	34755776	34756176	+
ENSG00000134769.23	ENSG00000134769.23:t:34755976-34756043	chr18	34755976	0.8871	1.0	34755777-34756177	34755777	34756177	+
ENSG00000134769.23	ENSG00000134769.23:t:34755976-34756043	chr18	34755976	0.8871	1.0	34755832-34756232	34755832	34756232	+
ENSG00000134769.23	ENSG00000134769.23:t:34755976-34756043	chr18	34755976	0.8871	1.0	34755843-34756243	34755843	34756243	+
ENSG00000267313.7	ENSG00000267313.7:s:41516142-41516555	chr18	41501276	-0.3814	0.9888	41500920-41501320	41500920	41501320	-
ENSG00000267313.7	ENSG00000267313.7:s:41516142-41516555	chr18	41501276	-0.3814	0.9888	41501036-41501436	41501036	41501436	-
ENSG00000267313.7	ENSG00000267313.7:s:41516142-41516555	chr18	41501276	-0.3814	0.9888	41501076-41501476	41501076	41501476	-
ENSG00000267313.7	ENSG00000267313.7:s:41516142-41516555	chr18	41516420	-0.3814	0.9888	41516220-41516620	41516220	41516620	-
ENSG00000267313.7	ENSG00000267313.7:s:41516142-41516555	chr18	41516420	-0.3814	0.9888	41516355-41516755	41516355	41516755	-
ENSG00000141622.14	ENSG00000141622.14:t:46433190-46433505	chr18	46334335	-0.7786	1.0	46334024-46334424	46334024	46334424	+
ENSG00000141622.14	ENSG00000141622.14:t:46433190-46433505	chr18	46334335	-0.7786	1.0	46334030-46334430	46334030	46334430	+
ENSG00000141622.14	ENSG00000141622.14:t:46433190-46433505	chr18	46334335	-0.7786	1.0	46334135-46334535	46334135	46334535	+
ENSG00000141622.14	ENSG00000141622.14:t:46433190-46433505	chr18	46433190	-0.7786	1.0	46432990-46433390	46432990	46433390	+
ENSG00000141622.14	ENSG00000141622.14:t:46433190-46433505	chr18	46433427	0.7794	1.0	46433305-46433705	46433305	46433705	+
