gene_id	flanks
ENSG00000183010.17	81937062-81937462
ENSG00000183010.17	81937096-81937496
ENSG00000183010.17	81937100-81937500
ENSG00000183010.17	81937127-81937527
ENSG00000183010.17	81937128-81937528
ENSG00000154864.14	10731207-10731607
ENSG00000154864.14	10731321-10731721
ENSG00000154864.14	10735032-10735432
ENSG00000154864.14	10735130-10735530
ENSG00000154864.14	10736404-10736804
ENSG00000154864.14	10736510-10736910
ENSG00000175322.12	14078000-14078400
ENSG00000175322.12	14078074-14078474
ENSG00000175322.12	14078098-14078498
ENSG00000175322.12	14079989-14080389
ENSG00000175322.12	14080066-14080466
ENSG00000175322.12	14084677-14085077
ENSG00000175322.12	14084876-14085276
ENSG00000267313.7	41500920-41501320
ENSG00000267313.7	41501036-41501436
ENSG00000267313.7	41501076-41501476
ENSG00000267313.7	41516220-41516620
ENSG00000267313.7	41516355-41516755
ENSG00000141644.18	50273663-50274063
ENSG00000141644.18	50273986-50274386
ENSG00000141644.18	50274150-50274550
ENSG00000141644.18	50274153-50274553
ENSG00000141644.18	50274777-50275177
ENSG00000141644.18	50274845-50275245
ENSG00000141644.18	50274929-50275329
ENSG00000141644.18	50274955-50275355
ENSG00000141644.18	50274957-50275357
ENSG00000082397.18	5393278-5393678
ENSG00000082397.18	5394477-5394877
ENSG00000082397.18	5394583-5394983
ENSG00000082397.18	5394593-5394993
ENSG00000082397.18	5394867-5395267
ENSG00000082397.18	5394947-5395347
ENSG00000129353.15	10642136-10642536
ENSG00000129353.15	10642167-10642567
ENSG00000129353.15	10642185-10642585
ENSG00000129353.15	10642251-10642651
ENSG00000129353.15	10642697-10643097
ENSG00000129353.15	10642821-10643221
ENSG00000129353.15	10643079-10643479
ENSG00000129353.15	10643198-10643598
ENSG00000130158.14	11228640-11229040
ENSG00000130158.14	11228740-11229140
ENSG00000130158.14	11228801-11229201
ENSG00000130158.14	11228835-11229235
ENSG00000130158.14	11229098-11229498
ENSG00000130158.14	11229132-11229532
ENSG00000130158.14	11229190-11229590
ENSG00000130158.14	11231985-11232385
ENSG00000130158.14	11232089-11232489
ENSG00000228300.14	1275630-1276030
ENSG00000228300.14	1275821-1276221
ENSG00000228300.14	1276983-1277383
ENSG00000228300.14	1277099-1277499
ENSG00000119559.17	1461624-1462024
ENSG00000119559.17	1461763-1462163
ENSG00000119559.17	1478380-1478780
ENSG00000119559.17	1478454-1478854
ENSG00000119559.17	1478574-1478974
ENSG00000119559.17	1478697-1479097
ENSG00000119559.17	1478705-1479105
ENSG00000119559.17	1478716-1479116
ENSG00000214046.9	16646896-16647296
ENSG00000214046.9	16646920-16647320
ENSG00000214046.9	16647061-16647461
ENSG00000214046.9	16659055-16659455
ENSG00000214046.9	16659195-16659595
ENSG00000214046.9	16659247-16659647
ENSG00000099308.11	18121573-18121973
ENSG00000099308.11	18121650-18122050
ENSG00000099308.11	18121653-18122053
ENSG00000099308.11	18121722-18122122
ENSG00000099308.11	18122473-18122873
ENSG00000099308.11	18122551-18122951
ENSG00000064607.17	18990949-18991349
ENSG00000064607.17	18991068-18991468
ENSG00000064607.17	18991140-18991540
ENSG00000064607.17	18994166-18994566
ENSG00000064607.17	18994286-18994686
ENSG00000282508.2	203671-204071
ENSG00000282508.2	203675-204075
ENSG00000282508.2	203705-204105
ENSG00000282508.2	203737-204137
ENSG00000282508.2	203741-204141
ENSG00000282508.2	203747-204147
ENSG00000282508.2	203751-204151
ENSG00000282508.2	203762-204162
ENSG00000099875.16	2037629-2038029
ENSG00000282508.2	203771-204171
ENSG00000282508.2	203774-204174
ENSG00000282508.2	203776-204176
ENSG00000282508.2	203787-204187
ENSG00000282508.2	203794-204194
ENSG00000282508.2	203812-204212
ENSG00000282508.2	203816-204216
ENSG00000282508.2	203824-204224
ENSG00000282508.2	203865-204265
ENSG00000282508.2	203869-204269
ENSG00000282508.2	203879-204279
ENSG00000099875.16	2039656-2040056
ENSG00000099875.16	2039755-2040155
ENSG00000099875.16	2039932-2040332
ENSG00000099875.16	2039934-2040334
ENSG00000099875.16	2039977-2040377
ENSG00000099875.16	2040109-2040509
ENSG00000282508.2	204721-205121
ENSG00000282508.2	204876-205276
ENSG00000282508.2	204970-205370
ENSG00000282508.2	205027-205427
ENSG00000282508.2	205127-205527
ENSG00000282508.2	205211-205611
ENSG00000282508.2	205255-205655
ENSG00000282508.2	205259-205659
ENSG00000282508.2	205389-205789
ENSG00000282508.2	205398-205798
ENSG00000282508.2	205406-205806
ENSG00000282508.2	207988-208388
ENSG00000282508.2	208048-208448
ENSG00000282508.2	208127-208527
ENSG00000282508.2	208187-208587
ENSG00000282508.2	208191-208591
ENSG00000282508.2	220941-221341
ENSG00000282508.2	220999-221399
ENSG00000282508.2	221005-221405
ENSG00000282508.2	223713-224113
ENSG00000282508.2	223738-224138
ENSG00000282508.2	223767-224167
ENSG00000282508.2	223807-224207
ENSG00000282508.2	223815-224215
ENSG00000282508.2	223848-224248
ENSG00000282508.2	229436-229836
ENSG00000282508.2	229601-230001
ENSG00000131943.20	29702589-29702989
ENSG00000131943.20	29702592-29702992
ENSG00000131943.20	29702619-29703019
ENSG00000131943.20	29702642-29703042
ENSG00000131943.20	29702648-29703048
ENSG00000131943.20	29702777-29703177
ENSG00000131943.20	29705074-29705474
ENSG00000131943.20	29705194-29705594
ENSG00000131943.20	29708054-29708454
ENSG00000131943.20	29708223-29708623
ENSG00000105556.12	335883-336283
ENSG00000105556.12	335973-336373
ENSG00000105556.12	335994-336394
ENSG00000257103.9	34215396-34215796
ENSG00000257103.9	34215461-34215861
ENSG00000257103.9	34219191-34219591
ENSG00000257103.9	34219373-34219773
ENSG00000257103.9	34219506-34219906
ENSG00000257103.9	34219677-34220077
ENSG00000105556.12	344574-344974
ENSG00000105556.12	344578-344978
ENSG00000105556.12	344596-344996
ENSG00000105556.12	344607-345007
ENSG00000105556.12	344615-345015
ENSG00000161249.21	35505739-35506139
ENSG00000161249.21	35505786-35506186
ENSG00000161249.21	35505849-35506249
ENSG00000161249.21	35505872-35506272
ENSG00000161249.21	35505926-35506326
ENSG00000161249.21	35505985-35506385
ENSG00000161249.21	35507258-35507658
ENSG00000161249.21	35507311-35507711
ENSG00000161249.21	35508005-35508405
ENSG00000161249.21	35508040-35508440
ENSG00000167635.12	36217922-36218322
ENSG00000167635.12	36217995-36218395
ENSG00000167635.12	36228548-36228948
ENSG00000167635.12	36228619-36229019
ENSG00000232677.10	36321793-36322193
ENSG00000232677.10	36321830-36322230
ENSG00000232677.10	36321930-36322330
ENSG00000232677.10	36321997-36322397
ENSG00000232677.10	36322009-36322409
ENSG00000232677.10	36322022-36322422
ENSG00000232677.10	36322025-36322425
ENSG00000232677.10	36322028-36322428
ENSG00000232677.10	36330053-36330453
ENSG00000130402.13	38709195-38709595
ENSG00000130402.13	38709223-38709623
ENSG00000130402.13	38709276-38709676
ENSG00000130402.13	38710057-38710457
ENSG00000130402.13	38710142-38710542
ENSG00000130402.13	38711076-38711476
ENSG00000130402.13	38711161-38711561
ENSG00000130402.13	38714269-38714669
ENSG00000130402.13	38714361-38714761
ENSG00000090006.18	40616689-40617089
ENSG00000090006.18	40616710-40617110
ENSG00000090006.18	40616784-40617184
ENSG00000090006.18	40616820-40617220
ENSG00000090006.18	40616842-40617242
ENSG00000090006.18	40616900-40617300
ENSG00000090006.18	40616997-40617397
ENSG00000090006.18	40617025-40617425
ENSG00000167601.12	41238964-41239364
ENSG00000167601.12	41239114-41239514
ENSG00000167601.12	41239494-41239894
ENSG00000167601.12	41239520-41239920
ENSG00000167601.12	41242683-41243083
ENSG00000167601.12	41242815-41243215
ENSG00000105341.19	41432115-41432515
ENSG00000105341.19	41432208-41432608
ENSG00000105341.19	41433024-41433424
ENSG00000105341.19	41433072-41433472
ENSG00000105341.19	41433084-41433484
ENSG00000105341.19	41433234-41433634
ENSG00000105341.19	41433240-41433640
ENSG00000105341.19	41433337-41433737
ENSG00000105341.19	41433427-41433827
ENSG00000105341.19	41433473-41433873
ENSG00000011422.12	43667381-43667781
ENSG00000011422.12	43667491-43667891
ENSG00000011422.12	43667577-43667977
ENSG00000011422.12	43667579-43667979
ENSG00000011422.12	43669866-43670266
ENSG00000011422.12	43669941-43670341
ENSG00000011422.12	43669953-43670353
ENSG00000011422.12	43669966-43670366
ENSG00000011422.12	43669967-43670367
ENSG00000011422.12	43669968-43670368
ENSG00000011422.12	43669969-43670369
ENSG00000063176.16	48624752-48625152
ENSG00000063176.16	48624769-48625169
ENSG00000063176.16	48624829-48625229
ENSG00000063176.16	48624876-48625276
ENSG00000063176.16	48625691-48626091
ENSG00000063176.16	48625750-48626150
ENSG00000063176.16	48625868-48626268
ENSG00000183207.14	48993687-48994087
ENSG00000183207.14	48993689-48994089
ENSG00000183207.14	48993690-48994090
ENSG00000183207.14	48993698-48994098
ENSG00000183207.14	48993699-48994099
ENSG00000183207.14	48993702-48994102
ENSG00000183207.14	48993710-48994110
ENSG00000183207.14	48993723-48994123
ENSG00000183207.14	48999107-48999507
ENSG00000183207.14	48999119-48999519
ENSG00000183207.14	48999123-48999523
ENSG00000183207.14	48999164-48999564
ENSG00000183207.14	48999173-48999573
ENSG00000104870.13	49513179-49513579
ENSG00000104870.13	49513187-49513587
ENSG00000104870.13	49513190-49513590
ENSG00000104870.13	49513195-49513595
ENSG00000104870.13	49513198-49513598
ENSG00000104870.13	49513204-49513604
ENSG00000104870.13	49513273-49513673
ENSG00000104870.13	49513682-49514082
ENSG00000104870.13	49513718-49514118
ENSG00000104870.13	49513858-49514258
ENSG00000105053.11	50020262-50020662
ENSG00000105053.11	50020385-50020785
ENSG00000105053.11	50020447-50020847
ENSG00000105053.11	50020449-50020849
ENSG00000105053.11	50024939-50025339
ENSG00000105053.11	50025067-50025467
ENSG00000105053.11	50025127-50025527
ENSG00000105053.11	50025146-50025546
ENSG00000105053.11	50025169-50025569
ENSG00000105053.11	50025170-50025570
ENSG00000105053.11	50025172-50025572
ENSG00000105053.11	50025202-50025602
ENSG00000105053.11	50025239-50025639
ENSG00000170949.18	53085932-53086332
ENSG00000170949.18	53086062-53086462
ENSG00000170949.18	53086121-53086521
ENSG00000170949.18	53091297-53091697
ENSG00000170949.18	53091329-53091729
ENSG00000170949.18	53091353-53091753
ENSG00000170949.18	53091437-53091837
ENSG00000170949.18	53091520-53091920
ENSG00000170954.12	53122412-53122812
ENSG00000170954.12	53122416-53122816
ENSG00000170954.12	53122462-53122862
ENSG00000170954.12	53122543-53122943
ENSG00000170954.12	53132549-53132949
ENSG00000170954.12	53132656-53133056
ENSG00000170954.12	53132675-53133075
ENSG00000170954.12	53132681-53133081
ENSG00000170954.12	53132684-53133084
ENSG00000170954.12	53132686-53133086
ENSG00000170954.12	53132688-53133088
ENSG00000170954.12	53132692-53133092
ENSG00000170954.12	53132695-53133095
ENSG00000170954.12	53132700-53133100
ENSG00000170954.12	53132704-53133104
ENSG00000170954.12	53132710-53133110
ENSG00000170954.12	53132716-53133116
ENSG00000170954.12	53132718-53133118
ENSG00000170954.12	53132720-53133120
ENSG00000197928.11	53252886-53253286
ENSG00000197928.11	53252956-53253356
ENSG00000197928.11	53254488-53254888
ENSG00000197928.11	53254621-53255021
ENSG00000197928.11	53254631-53255031
ENSG00000197928.11	53254634-53255034
ENSG00000197928.11	53254646-53255046
ENSG00000197928.11	53254660-53255060
ENSG00000197928.11	53254673-53255073
ENSG00000197928.11	53254679-53255079
ENSG00000197928.11	53254698-53255098
ENSG00000063241.8	55455645-55456045
ENSG00000063241.8	55455697-55456097
ENSG00000063241.8	55456149-55456549
ENSG00000063241.8	55456289-55456689
ENSG00000167685.15	56140979-56141379
ENSG00000167685.15	56141083-56141483
ENSG00000167685.15	56141087-56141487
ENSG00000167685.15	56141103-56141503
ENSG00000167685.15	56141113-56141513
ENSG00000167685.15	56141120-56141520
ENSG00000167685.15	56141121-56141521
ENSG00000167685.15	56141157-56141557
ENSG00000167685.15	56145888-56146288
ENSG00000167685.15	56146047-56146447
ENSG00000167685.15	56146220-56146620
ENSG00000121413.13	58090033-58090433
ENSG00000121413.13	58090186-58090586
ENSG00000121413.13	58097915-58098315
ENSG00000121413.13	58097974-58098374
ENSG00000121413.13	58098003-58098403
ENSG00000121413.13	58098010-58098410
ENSG00000121413.13	58098014-58098414
ENSG00000121413.13	58098028-58098428
ENSG00000121413.13	58098031-58098431
ENSG00000198131.15	58228714-58229114
ENSG00000198131.15	58228719-58229119
ENSG00000198131.15	58228739-58229139
ENSG00000198131.15	58228741-58229141
ENSG00000198131.15	58228746-58229146
ENSG00000198131.15	58228775-58229175
ENSG00000198131.15	58229056-58229456
ENSG00000198131.15	58229265-58229665
ENSG00000198131.15	58229268-58229668
ENSG00000198131.15	58229271-58229671
ENSG00000198131.15	58229330-58229730
ENSG00000198131.15	58229370-58229770
ENSG00000181029.9	7680633-7681033
ENSG00000181029.9	7680675-7681075
ENSG00000181029.9	7680678-7681078
ENSG00000181029.9	7680679-7681079
ENSG00000181029.9	7680826-7681226
ENSG00000181029.9	7680849-7681249
ENSG00000181029.9	7682042-7682442
ENSG00000181029.9	7682043-7682443
ENSG00000181029.9	7682122-7682522
ENSG00000142449.13	8089694-8090094
ENSG00000142449.13	8089759-8090159
ENSG00000142449.13	8089777-8090177
ENSG00000142449.13	8089899-8090299
ENSG00000142449.13	8090033-8090433
ENSG00000142449.13	8090051-8090451
ENSG00000142449.13	8091265-8091665
ENSG00000142449.13	8091390-8091790
ENSG00000142449.13	8109027-8109427
ENSG00000142449.13	8109188-8109588
ENSG00000142449.13	8109431-8109831
ENSG00000142449.13	8109553-8109953
ENSG00000116017.11	925581-925981
ENSG00000116017.11	925720-926120
ENSG00000116017.11	925835-926235
ENSG00000116017.11	925859-926259
ENSG00000116017.11	928945-929345
ENSG00000116017.11	929062-929462
ENSG00000116017.11	929157-929557
ENSG00000071054.17	101867012-101867412
ENSG00000071054.17	101867109-101867509
ENSG00000071054.17	101867656-101868056
ENSG00000071054.17	101867829-101868229
ENSG00000071054.17	101867837-101868237
ENSG00000071054.17	101869422-101869822
ENSG00000071054.17	101869597-101869997
ENSG00000144061.14	110178223-110178623
ENSG00000144061.14	110178347-110178747
ENSG00000144061.14	110178365-110178765
ENSG00000144061.14	110178554-110178954
ENSG00000144061.14	110178735-110179135
ENSG00000144061.14	110179424-110179824
ENSG00000144061.14	110179484-110179884
ENSG00000153250.21	160367016-160367416
ENSG00000153250.21	160367191-160367591
ENSG00000153250.21	160407264-160407664
ENSG00000144366.16	188291814-188292214
ENSG00000144366.16	188291840-188292240
ENSG00000144366.16	188291966-188292366
ENSG00000144366.16	188292019-188292419
ENSG00000144366.16	188383563-188383963
ENSG00000144366.16	188383689-188384089
ENSG00000119013.10	201071801-201072201
ENSG00000119013.10	201071808-201072208
ENSG00000119013.10	201071822-201072222
ENSG00000119013.10	201071824-201072224
ENSG00000119013.10	201071830-201072230
ENSG00000119013.10	201071852-201072252
ENSG00000119013.10	201071859-201072259
ENSG00000119013.10	201078681-201079081
ENSG00000119013.10	201078822-201079222
ENSG00000204186.10	206281601-206282001
ENSG00000204186.10	206281709-206282109
ENSG00000204186.10	206297046-206297446
ENSG00000204186.10	206297133-206297533
ENSG00000204186.10	206297173-206297573
ENSG00000078018.21	209709961-209710361
ENSG00000078018.21	209710054-209710454
ENSG00000078018.21	209710064-209710464
ENSG00000078018.21	209723395-209723795
ENSG00000078018.21	209723487-209723887
ENSG00000078018.21	209725509-209725909
ENSG00000078018.21	209725590-209725990
ENSG00000074582.15	218659423-218659823
ENSG00000074582.15	218659455-218659855
ENSG00000074582.15	218659456-218659856
ENSG00000074582.15	218659459-218659859
ENSG00000074582.15	218659483-218659883
ENSG00000074582.15	218659509-218659909
ENSG00000074582.15	218659514-218659914
ENSG00000074582.15	218659517-218659917
ENSG00000074582.15	218659537-218659937
ENSG00000074582.15	218659543-218659943
ENSG00000074582.15	218659560-218659960
ENSG00000074582.15	218659572-218659972
ENSG00000074582.15	218659600-218660000
ENSG00000074582.15	218660667-218661067
ENSG00000074582.15	218660739-218661139
ENSG00000074582.15	218660864-218661264
ENSG00000168958.20	227352314-227352714
ENSG00000168958.20	227352373-227352773
ENSG00000168958.20	227355477-227355877
ENSG00000168958.20	227355561-227355961
ENSG00000124831.19	237748999-237749399
ENSG00000124831.19	237749100-237749500
ENSG00000124831.19	237749124-237749524
ENSG00000124831.19	237751000-237751400
ENSG00000124831.19	237751071-237751471
ENSG00000124831.19	237753109-237753509
ENSG00000124831.19	237753279-237753679
ENSG00000168385.18	241315620-241316020
ENSG00000168385.18	241315661-241316061
ENSG00000168385.18	241315664-241316064
ENSG00000168385.18	241315675-241316075
ENSG00000168385.18	241315682-241316082
ENSG00000168385.18	241315683-241316083
ENSG00000168385.18	241315694-241316094
ENSG00000168385.18	241315701-241316101
ENSG00000168385.18	241315705-241316105
ENSG00000168385.18	241315706-241316106
ENSG00000168385.18	241315713-241316113
ENSG00000168385.18	241315721-241316121
ENSG00000168385.18	241315724-241316124
ENSG00000168385.18	241315725-241316125
ENSG00000168385.18	241315728-241316128
ENSG00000168385.18	241315735-241316135
ENSG00000168385.18	241315736-241316136
ENSG00000168385.18	241315744-241316144
ENSG00000168385.18	241315746-241316146
ENSG00000168385.18	241315751-241316151
ENSG00000168385.18	241315753-241316153
ENSG00000168385.18	241315759-241316159
ENSG00000168385.18	241315782-241316182
ENSG00000168385.18	241315803-241316203
ENSG00000168385.18	241315970-241316370
ENSG00000168385.18	241323954-241324354
ENSG00000168385.18	241324016-241324416
ENSG00000168385.18	241324041-241324441
ENSG00000168385.18	241324209-241324609
ENSG00000219626.9	24163998-24164398
ENSG00000219626.9	24164056-24164456
ENSG00000219626.9	24164135-24164535
ENSG00000219626.9	24167427-24167827
ENSG00000219626.9	24167469-24167869
ENSG00000219626.9	24167483-24167883
ENSG00000219626.9	24167620-24168020
ENSG00000219626.9	24169156-24169556
ENSG00000219626.9	24169296-24169696
ENSG00000119772.19	25248052-25248452
ENSG00000119772.19	25251932-25252332
ENSG00000119772.19	25251994-25252394
ENSG00000119772.19	25252111-25252511
ENSG00000143727.16	271666-272066
ENSG00000143727.16	271739-272139
ENSG00000143727.16	271837-272237
ENSG00000143727.16	271865-272265
ENSG00000143727.16	271950-272350
ENSG00000143727.16	271992-272392
ENSG00000143727.16	272105-272505
ENSG00000138074.15	27211267-27211667
ENSG00000138074.15	27211333-27211733
ENSG00000138074.15	27211511-27211911
ENSG00000138074.15	27211552-27211952
ENSG00000138074.15	27211567-27211967
ENSG00000138074.15	27211593-27211993
ENSG00000138074.15	27211688-27212088
ENSG00000138074.15	27211700-27212100
ENSG00000138074.15	27211738-27212138
ENSG00000138074.15	27211820-27212220
ENSG00000138074.15	27211830-27212230
ENSG00000138074.15	27211841-27212241
ENSG00000115760.15	32433444-32433844
ENSG00000115760.15	32433448-32433848
ENSG00000115760.15	32433604-32434004
ENSG00000115760.15	32435296-32435696
ENSG00000115760.15	32435385-32435785
ENSG00000115760.15	32435853-32436253
ENSG00000115760.15	32435875-32436275
ENSG00000115760.15	32435984-32436384
ENSG00000143924.19	42256301-42256701
ENSG00000143924.19	42256430-42256830
ENSG00000143924.19	42260921-42261321
ENSG00000143924.19	42261094-42261494
ENSG00000143924.19	42262978-42263378
ENSG00000143924.19	42263106-42263506
ENSG00000138078.16	44346068-44346468
ENSG00000138078.16	44346099-44346499
ENSG00000138078.16	44346190-44346590
ENSG00000138078.16	44359297-44359697
ENSG00000275052.5	55577115-55577515
ENSG00000275052.5	55577156-55577556
ENSG00000275052.5	55578047-55578447
ENSG00000275052.5	55578142-55578542
ENSG00000275052.5	55579479-55579879
ENSG00000275052.5	55579581-55579981
ENSG00000082898.19	61522411-61522811
ENSG00000082898.19	61522483-61522883
ENSG00000082898.19	61525070-61525470
ENSG00000082898.19	61525133-61525533
ENSG00000082898.19	61525292-61525692
ENSG00000115459.18	85354520-85354920
ENSG00000115459.18	85354526-85354926
ENSG00000115459.18	85354546-85354946
ENSG00000115459.18	85354551-85354951
ENSG00000115459.18	85354553-85354953
ENSG00000115459.18	85354557-85354957
ENSG00000115459.18	85354569-85354969
ENSG00000115459.18	85354579-85354979
ENSG00000115459.18	85354603-85355003
ENSG00000115459.18	85354606-85355006
ENSG00000115459.18	85354629-85355029
ENSG00000115459.18	85354875-85355275
ENSG00000115459.18	85354876-85355276
ENSG00000115459.18	85354970-85355370
ENSG00000115459.18	85355355-85355755
ENSG00000115459.18	85355398-85355798
ENSG00000115459.18	85355516-85355916
ENSG00000135976.21	97209481-97209881
ENSG00000135976.21	97209509-97209909
ENSG00000135976.21	97209600-97210000
ENSG00000135976.21	97209672-97210072
ENSG00000135976.21	97211346-97211746
ENSG00000135976.21	97211374-97211774
ENSG00000135976.21	97211469-97211869
ENSG00000135976.21	97211541-97211941
ENSG00000125835.20	2461434-2461834
ENSG00000125835.20	2461442-2461842
ENSG00000125835.20	2461447-2461847
ENSG00000125835.20	2461448-2461848
ENSG00000125835.20	2461456-2461856
ENSG00000125835.20	2461460-2461860
ENSG00000125835.20	2461485-2461885
ENSG00000125835.20	2461492-2461892
ENSG00000125835.20	2461586-2461986
ENSG00000125835.20	2461593-2461993
ENSG00000125835.20	2461718-2462118
ENSG00000125835.20	2461739-2462139
ENSG00000125835.20	2462436-2462836
ENSG00000125835.20	2462561-2462961
ENSG00000282826.3	28600192-28600592
ENSG00000282826.3	28600261-28600661
ENSG00000282826.3	28602409-28602809
ENSG00000282826.3	28602514-28602914
ENSG00000282826.3	28602524-28602924
ENSG00000282826.3	28602536-28602936
ENSG00000282826.3	28602538-28602938
ENSG00000282826.3	28602569-28602969
ENSG00000282826.3	28602573-28602973
ENSG00000088812.18	3603905-3604305
ENSG00000088812.18	3604062-3604462
ENSG00000088812.18	3615628-3616028
ENSG00000088812.18	3615747-3616147
ENSG00000088367.23	36197659-36198059
ENSG00000088367.23	36197680-36198080
ENSG00000088367.23	36197841-36198241
ENSG00000088367.23	36209288-36209688
ENSG00000088367.23	36209698-36210098
ENSG00000088367.23	36212072-36212472
ENSG00000088367.23	36212176-36212576
ENSG00000131043.13	36236259-36236659
ENSG00000131043.13	36236264-36236664
ENSG00000131043.13	36236265-36236665
ENSG00000131043.13	36236268-36236668
ENSG00000131043.13	36236278-36236678
ENSG00000131043.13	36236284-36236684
ENSG00000131043.13	36236285-36236685
ENSG00000131043.13	36236303-36236703
ENSG00000131043.13	36239621-36240021
ENSG00000088812.18	3624311-3624711
ENSG00000088812.18	3624372-3624772
ENSG00000080845.19	36461138-36461538
ENSG00000080845.19	36461268-36461668
ENSG00000080845.19	36461278-36461678
ENSG00000080845.19	36461280-36461680
ENSG00000080845.19	36461292-36461692
ENSG00000080845.19	36461310-36461710
ENSG00000080845.19	36496505-36496905
ENSG00000125826.21	409630-410030
ENSG00000125826.21	409681-410081
ENSG00000125826.21	409684-410084
ENSG00000125826.21	409825-410225
ENSG00000125826.21	410212-410612
ENSG00000125826.21	417142-417542
ENSG00000125826.21	417326-417726
ENSG00000125826.21	417419-417819
ENSG00000223891.7	44214688-44215088
ENSG00000223891.7	44214698-44215098
ENSG00000223891.7	44214803-44215203
ENSG00000223891.7	44217167-44217567
ENSG00000223891.7	44224621-44225021
ENSG00000168734.14	44531585-44531985
ENSG00000168734.14	44531709-44532109
ENSG00000168734.14	44531716-44532116
ENSG00000168734.14	44531778-44532178
ENSG00000168734.14	44589597-44589997
ENSG00000168734.14	44589666-44590066
ENSG00000196562.15	47658192-47658592
ENSG00000196562.15	47659199-47659599
ENSG00000196562.15	47659252-47659652
ENSG00000196562.15	47659497-47659897
ENSG00000196562.15	47659521-47659921
ENSG00000196562.15	47659530-47659930
ENSG00000149657.20	62126104-62126504
ENSG00000149657.20	62126239-62126639
ENSG00000149657.20	62127385-62127785
ENSG00000149657.20	62127501-62127901
ENSG00000149657.20	62129585-62129985
ENSG00000149657.20	62129752-62130152
ENSG00000101198.15	63241190-63241590
ENSG00000101198.15	63241306-63241706
ENSG00000101198.15	63242339-63242739
ENSG00000101198.15	63242423-63242823
ENSG00000101198.15	63243650-63244050
ENSG00000101198.15	63243824-63244224
ENSG00000101198.15	63243872-63244272
ENSG00000101198.15	63243884-63244284
ENSG00000159267.17	36961836-36962236
ENSG00000159267.17	36961970-36962370
ENSG00000159267.17	36989958-36990358
ENSG00000159267.17	36990024-36990424
ENSG00000159267.17	36990034-36990434
ENSG00000159267.17	36990036-36990436
ENSG00000205581.11	39346914-39347314
ENSG00000205581.11	39346947-39347347
ENSG00000205581.11	39347047-39347447
ENSG00000205581.11	39347092-39347492
ENSG00000205581.11	39347136-39347536
ENSG00000205581.11	39347179-39347579
ENSG00000205581.11	39347278-39347678
ENSG00000205581.11	39347283-39347683
ENSG00000205581.11	39347292-39347692
ENSG00000182362.14	46286097-46286497
ENSG00000182362.14	46286142-46286542
ENSG00000182362.14	46286155-46286555
ENSG00000182362.14	46286184-46286584
ENSG00000182362.14	46286215-46286615
ENSG00000182362.14	46286254-46286654
ENSG00000182362.14	46286537-46286937
ENSG00000182362.14	46286543-46286943
ENSG00000182362.14	46286670-46287070
ENSG00000182362.14	46286788-46287188
ENSG00000275496.4	6230751-6231151
ENSG00000275496.4	6234783-6235183
ENSG00000275496.4	6234947-6235347
ENSG00000243156.9	17810503-17810903
ENSG00000243156.9	17810536-17810936
ENSG00000243156.9	17810613-17811013
ENSG00000243156.9	17812307-17812707
ENSG00000243156.9	17812357-17812757
ENSG00000243156.9	17816490-17816890
ENSG00000243156.9	17816584-17816984
ENSG00000184470.21	19880422-19880822
ENSG00000184470.21	19880517-19880917
ENSG00000184470.21	19880656-19881056
ENSG00000184470.21	19883125-19883525
ENSG00000184470.21	19883261-19883661
ENSG00000099889.14	19981733-19982133
ENSG00000099889.14	19981791-19982191
ENSG00000099889.14	19981891-19982291
ENSG00000099889.14	19986873-19987273
ENSG00000099889.14	19986893-19987293
ENSG00000099889.14	19986955-19987355
ENSG00000099889.14	19986990-19987390
ENSG00000183506.17	21475792-21476192
ENSG00000183506.17	21475802-21476202
ENSG00000183506.17	21475960-21476360
ENSG00000183506.17	21476444-21476844
ENSG00000183506.17	21476541-21476941
ENSG00000183506.17	21476564-21476964
ENSG00000183506.17	21477590-21477990
ENSG00000183506.17	21477715-21478115
ENSG00000228315.12	23659665-23660065
ENSG00000228315.12	23659669-23660069
ENSG00000228315.12	23659676-23660076
ENSG00000228315.12	23659800-23660200
ENSG00000228315.12	23659804-23660204
ENSG00000228315.12	23683525-23683925
ENSG00000228315.12	23683544-23683944
ENSG00000228315.12	23683667-23684067
ENSG00000228315.12	23690032-23690432
ENSG00000228315.12	23690036-23690436
ENSG00000228315.12	23690093-23690493
ENSG00000228315.12	23690097-23690497
ENSG00000228315.12	23690156-23690556
ENSG00000133460.20	23857675-23858075
ENSG00000133460.20	23857695-23858095
ENSG00000133460.20	23857719-23858119
ENSG00000133460.20	23857761-23858161
ENSG00000133460.20	23857829-23858229
ENSG00000133460.20	23857956-23858356
ENSG00000133460.20	23861904-23862304
ENSG00000133460.20	23861988-23862388
ENSG00000133460.20	23862002-23862402
ENSG00000178026.13	24588014-24588414
ENSG00000178026.13	24588129-24588529
ENSG00000178026.13	24588479-24588879
ENSG00000178026.13	24588482-24588882
ENSG00000178026.13	24589621-24590021
ENSG00000178026.13	24589749-24590149
ENSG00000100058.13	25459216-25459616
ENSG00000100058.13	25459315-25459715
ENSG00000100058.13	25459481-25459881
ENSG00000100058.13	25460667-25461067
ENSG00000186575.19	29681239-29681639
ENSG00000186575.19	29681401-29681801
ENSG00000186575.19	29682820-29683220
ENSG00000186575.19	29682864-29683264
ENSG00000186575.19	29682879-29683279
ENSG00000186575.19	29694552-29694952
ENSG00000186575.19	29694611-29695011
