gene	flanks	mean_dpsi_per_lsv_junction	H3K4me3	H3K27me3	H3K9me3	H3K27ac	A1CF	ANKHD1	BRUNOL4	BRUNOL5	BRUNOL6	CNOT4	CPEB2	CPEB4	DAZAP1	ENOX1	ESRP2	FMR1	FUS	FXR1	FXR2	G3BP2	HNRNPA1	HNRNPA1L2	HNRNPA2B1	HNRNPC	HNRNPCL1	HNRNPF	HNRNPH1	HNRNPH2	HNRNPK	HNRNPL	HNRNPM	HNRNPU	HNRPLL	HuR	IGF2BP2	IGF2BP3	KHDRBS1	KHDRBS2	KHDRBS3	LIN28A	MATR3	MBNL1	MSI1	PABPC1	PABPC3	PABPC4	PABPC5	PABPN1	PCBP1	PCBP2	PPRC1	PTBP1	PUM2	QKI	RALY	RBFOX1	RBM24	RBM28	RBM3	RBM4	RBM41	RBM42	RBM45	RBM46	RBM5	RBM6	RBM8A	RBMS1	RBMS3	SAMD4A	SART3	SFPQ	SNRNP70	SNRPA	SRSF1	SRSF10	SRSF2	SRSF7	SRSF9	TARDBP	TIA1	TUT1	U2AF2	YBX1	YBX2	ZC3H10	ZC3H14	ZCRB1	ZNF638
EPB41L1	36209288-36209688	-0.3052	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0112	1.0	1.0	1.0	1.0	0.014	0.0049	1.0	0.0227	0.00993	0.000305	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0279	1.0	0.0181	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0158	0.00189	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.013	0.0189	0.00433	1.0	1.0	1.0	8.39e-05	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00575	1.0	1.0	0.00444	1.0	1.0	1.0	1.0	0.00982	1.0	0.00383	0.000706	1.0	0.00484	1.0	1.0	1.0	1.0	1.0	0.0169	1.0	1.0	1.0
EPB41L1	36209698-36210098	-0.3809	0.0	0.0	0.0	0.0	1.0	0.00516	0.0148	0.00939	0.0359	1.0	0.0161	0.0373	0.0445	0.00806	0.00364	1.0	1.0	1.0	1.0	1.0	0.00356	0.0305	0.00149	1.0	1.0	0.00309	1.0	1.0	0.00068	0.0207	0.0148	1.0	1.0	1.0	0.0142	0.0379	1.0	1.0	1.0	1.0	1.0	0.000942	1.0	0.0159	0.00168	0.0179	1.0	0.00637	0.00419	0.0111	1.0	0.00156	1.0	1.0	1.0	0.0155	0.0227	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0148	1.0	1.0	1.0	0.0155	0.00217	1.0	1.0	0.000865	0.0175	0.0149	0.0139	1.0	0.00279	1.0	1.0	0.0278	1.0	1.0	1.0	1.0	1.0	1.0
EPB41L1	36212072-36212472	0.3809	0.0	0.0	0.0	0.0	0.00156	0.0436	0.0206	0.0221	1.0	0.046	0.000281	0.000214	0.00116	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.000331	0.000444	0.000765	4.95e-05	5.1e-05	0.0357	1.0	1.0	1.0	1.0	0.000123	0.0108	1.0	0.000385	0.00856	1.0	0.00229	0.00366	0.00829	1.0	1.0	0.0018	0.0281	0.000123	0.0014	3.69e-05	0.000158	0.00223	1.0	0.00939	1.0	1.0	0.00621	0.0144	6.18e-05	1.0	0.0398	0.0136	1.0	1.0	0.000724	0.00404	1.0	1.0	0.00798	0.0156	1.0	1.0	0.00474	1.0	0.000123	1.0	1.0	1.0	0.0258	1.0	0.0149	0.00964	1.0	0.00833	6.57e-05	0.000694	0.000171	1.0	1.0	1.0	5.07e-05	0.00326	1.0
EPB41L1	36197659-36198059	0.3809	0.0	0.0	0.0	0.0	1.0	0.00944	0.0284	0.0271	0.0165	0.00319	1.0	1.0	0.00172	1.0	0.00556	1.0	1.0	0.00852	1.0	1.0	0.00019	0.00014	0.00103	1.0	1.0	0.000271	1.0	0.00423	0.00215	1.0	2.96e-05	1.0	1.0	0.00523	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00065	0.0115	1.0	1.0	1.0	1.0	0.0434	0.000765	3.7e-05	0.0201	0.000836	1.0	1.0	1.0	1.0	0.000366	0.0206	1.0	1.0	1.0	1.0	1.0	1.0	0.0353	0.0101	1.0	1.0	1.0	1.0	1.0	0.00182	0.00826	1.0	3.32e-05	1.0	0.000275	1.0	0.000895	1.0	1.0	1.0	1.0	6.38e-05	1.0	1.0	1.0	1.0	0.00201
EPB41L1	36197680-36198080	0.3809	0.0	0.0	0.0	0.0	1.0	0.00516	0.0148	0.00939	1.0	1.0	0.0161	0.0373	0.0445	0.00806	0.00364	1.0	1.0	1.0	1.0	1.0	0.00356	0.0305	0.00149	1.0	1.0	0.00309	1.0	0.00324	0.00068	0.0207	0.0148	1.0	1.0	1.0	0.0142	0.0379	1.0	1.0	1.0	1.0	0.00268	0.000942	1.0	0.0159	0.00168	0.0179	1.0	0.00637	0.0445	1.0	1.0	0.000324	1.0	1.0	1.0	0.0155	0.0227	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0155	0.00217	1.0	1.0	0.0128	1.0	0.00339	1.0	1.0	0.00279	1.0	0.0344	0.0278	1.0	1.0	1.0	1.0	1.0	1.0
EPB41L1	36212176-36212576	0.3809	0.0	0.0	0.0	0.0	0.00583	1.0	0.000403	0.00135	0.00182	1.0	0.000315	0.000229	0.00346	1.0	0.00477	1.0	1.0	0.0134	1.0	1.0	0.0418	0.0429	1.0	0.000155	0.000136	0.00605	1.0	0.0131	1.0	1.0	1.0	1.0	1.0	0.000237	1.0	1.0	1.0	0.0215	0.0316	1.0	0.00838	0.00712	0.00253	0.00712	0.0281	0.0032	0.00202	0.0103	1.0	1.0	1.0	0.000577	1.0	0.0166	7.38e-05	1.0	1.0	1.0	1.0	1.0	0.0255	0.00123	1.0	0.0188	1.0	1.0	1.0	1.0	1.0	1.0	0.00712	0.0393	1.0	1.0	0.00314	1.0	1.0	0.00323	1.0	0.00941	8e-05	1.0	4.54e-05	0.00252	0.00936	1.0	6.03e-05	0.000898	1.0
ZNF146	36217995-36218395	0.316	0.0	0.0	0.0	0.0	0.00954	0.00873	2.66e-05	1.66e-05	0.00523	0.00484	0.0263	0.0149	1.0	0.000577	1.0	1.0	1.0	0.00993	1.0	0.0149	0.00998	1.0	0.00487	0.00815	0.00811	1.0	0.0044	0.0155	1.0	1.0	1.0	0.0155	1.0	0.00934	1.0	1.0	1.0	1.0	1.0	1.0	0.0469	0.00065	1.0	0.0151	0.0312	0.0124	0.00641	0.000637	1.0	1.0	1.0	0.000542	1.0	1.0	0.0153	1.0	0.00114	1.0	0.0327	0.0115	0.00776	1.0	1.0	1.0	0.00159	1.0	0.0321	0.00154	0.00395	1.0	0.0151	1.0	1.0	1.0	7.9e-05	0.00184	0.00982	0.000762	0.00712	5.62e-05	0.0212	0.00206	0.00373	1.0	1.0	1.0	0.0398	1.0	0.0263
ZNF146	36228548-36228948	0.316	0.0	0.0	0.0	0.0	1.0	1.0	3.97e-05	2.85e-05	0.00245	1.0	0.00214	0.00269	1.0	1.0	1.0	1.0	0.0059	0.0139	1.0	1.0	1.0	1.0	1.0	0.00836	0.00894	0.00433	1.0	0.0117	1.0	0.00315	1.0	1.0	1.0	1.0	1.0	0.0488	0.0011	0.00125	0.00269	1.0	1.0	0.00065	1.0	0.0054	0.00225	0.00347	0.00242	0.00199	0.0249	0.0184	1.0	0.0022	1.0	0.00375	0.0204	0.0389	0.00104	1.0	0.0496	0.021	0.0144	2.37e-05	1.0	0.00668	1.0	1.0	1.0	1.0	0.0334	0.00201	0.0054	1.0	1.0	0.00969	0.00982	1.0	0.0088	0.0139	1.0	6.75e-05	0.00838	1.0	0.00131	1.0	1.0	0.0276	0.00911	0.00962	0.00173
ZNF146	36217922-36218322	0.316	0.0	0.0	0.0	0.0	0.00954	0.00873	2.98e-05	1.96e-05	0.00523	0.00484	0.000365	0.0012	1.0	0.000577	1.0	1.0	1.0	0.0155	1.0	0.0149	0.00998	1.0	0.00487	0.000945	0.00113	1.0	0.0044	0.0155	1.0	1.0	1.0	0.0155	1.0	0.00934	1.0	1.0	1.0	1.0	1.0	1.0	0.00168	0.00065	1.0	0.0151	0.0312	0.0124	0.00641	0.000637	1.0	1.0	1.0	0.000184	1.0	1.0	0.00274	1.0	0.0032	1.0	0.0327	0.0115	0.00776	1.0	1.0	1.0	0.00159	1.0	0.0321	0.00154	0.00395	1.0	0.0151	1.0	1.0	1.0	7.9e-05	0.00184	0.00982	0.000762	0.00712	0.00015	0.000825	0.00206	0.00287	1.0	1.0	1.0	0.00194	1.0	0.00355
ZNF146	36228619-36229019	0.316	0.0	0.0	0.0	0.0	0.0124	1.0	1.0	0.00849	1.0	0.00681	0.00312	0.00317	1.0	1.0	1.0	1.0	1.0	0.0337	1.0	0.0102	0.037	1.0	1.0	0.00575	0.0059	0.0357	1.0	1.0	1.0	0.0359	1.0	0.0219	0.0362	0.00105	1.0	1.0	0.000468	0.000583	0.000342	1.0	0.00388	0.00815	0.00982	0.000797	0.00494	0.000625	0.00564	0.000376	1.0	1.0	1.0	4.26e-05	1.0	0.0122	0.00532	0.00459	1.0	1.0	1.0	1.0	0.00459	1.0	1.0	0.0165	1.0	1.0	1.0	0.00123	0.00327	1.0	0.00077	0.0393	1.0	0.00186	0.0165	0.0048	0.00562	1.0	1.0	0.00497	0.00245	0.0426	0.0019	1.0	1.0	1.0	0.00208	0.00158	0.00753
AAR2	36236259-36236659	-0.4859	2e-05	0.0	0.0	0.21333	1.0	1.0	3.97e-05	2.85e-05	0.00245	1.0	0.00214	0.00269	1.0	1.0	1.0	1.0	0.0059	0.0139	1.0	1.0	1.0	1.0	1.0	0.00836	0.00894	0.00433	1.0	0.0117	1.0	0.00315	1.0	1.0	1.0	1.0	1.0	0.0488	0.0011	0.00125	0.00269	1.0	1.0	0.00065	1.0	0.0054	0.00225	0.00347	0.00242	0.00199	0.0249	0.0184	1.0	0.0022	1.0	0.00375	0.0204	0.0389	0.00104	1.0	0.0496	0.021	0.0144	2.37e-05	1.0	0.00668	1.0	1.0	1.0	1.0	0.0334	0.00201	0.0054	1.0	1.0	0.00969	0.00982	1.0	0.0088	0.0139	1.0	6.75e-05	0.00838	1.0	0.00131	1.0	1.0	0.0276	0.00911	0.00962	0.00173
AAR2	36236264-36236664	-0.4859	2e-05	0.0	0.0	0.21333	1.0	1.0	3.97e-05	2.85e-05	0.00245	1.0	0.00214	0.00269	1.0	1.0	1.0	1.0	0.0059	0.0139	1.0	1.0	1.0	1.0	1.0	0.00836	0.00894	0.00433	1.0	0.0117	1.0	0.00315	1.0	1.0	1.0	1.0	1.0	0.0488	0.0011	0.00125	0.00269	1.0	1.0	0.00065	1.0	0.0054	0.00225	0.00347	0.00242	0.00199	0.0249	0.0184	1.0	0.0022	1.0	0.00375	0.0204	0.0389	0.00104	1.0	0.0496	0.021	0.0144	2.37e-05	1.0	0.00668	1.0	1.0	1.0	1.0	0.0334	0.00201	0.0054	1.0	1.0	0.00969	0.00982	1.0	0.0088	0.0139	1.0	6.75e-05	0.00838	1.0	0.00131	1.0	1.0	0.0276	0.00911	0.00962	0.00173
AAR2	36236265-36236665	-0.4859	2e-05	0.0	0.0	0.21333	1.0	1.0	3.97e-05	2.85e-05	0.00245	1.0	0.00214	0.00269	1.0	1.0	1.0	1.0	0.0059	0.0139	1.0	1.0	1.0	1.0	1.0	0.00836	0.00894	0.00433	1.0	0.0117	1.0	0.00315	1.0	1.0	1.0	1.0	1.0	0.0488	0.0011	0.00125	0.00269	1.0	1.0	0.00065	1.0	0.0054	0.00225	0.00347	0.00242	0.00199	0.0249	0.0184	1.0	0.0022	1.0	0.00375	0.0204	0.0389	0.00104	1.0	0.0496	0.021	0.0144	2.37e-05	1.0	0.00668	1.0	1.0	1.0	1.0	0.0334	0.00201	0.0054	1.0	1.0	0.00969	0.00982	1.0	0.0088	0.0139	1.0	6.75e-05	0.00838	1.0	0.00131	1.0	1.0	0.0276	0.00911	0.00962	0.00173
AAR2	36236268-36236668	-0.4859	2e-05	0.0	0.0	0.21333	1.0	1.0	3.97e-05	2.85e-05	0.00245	1.0	0.00214	0.00269	1.0	1.0	1.0	1.0	0.0059	0.0139	1.0	1.0	1.0	1.0	1.0	0.00836	0.00894	0.0196	1.0	0.0117	1.0	0.00315	1.0	1.0	1.0	1.0	1.0	0.0488	0.0011	0.00125	0.00269	1.0	1.0	0.00065	1.0	0.0054	0.00225	0.00347	0.00242	0.00199	0.0249	0.0184	1.0	0.0022	1.0	0.00375	0.0204	0.0389	0.00104	1.0	0.0496	0.021	0.0144	2.37e-05	1.0	0.00668	1.0	1.0	1.0	1.0	0.0334	0.00201	0.0054	1.0	1.0	0.00969	0.00982	1.0	0.0088	0.0139	1.0	6.75e-05	0.00838	1.0	0.00131	1.0	1.0	0.0276	0.00911	0.00962	0.00173
AAR2	36236278-36236678	-0.4859	2e-05	0.0	0.0	0.21333	1.0	1.0	3.97e-05	2.85e-05	0.00245	1.0	0.00214	0.00269	1.0	1.0	1.0	1.0	0.0059	0.0139	1.0	1.0	1.0	1.0	1.0	0.00836	0.00894	0.0196	1.0	0.0117	1.0	0.00315	1.0	1.0	1.0	1.0	1.0	0.0488	0.0011	0.00125	0.00269	1.0	1.0	0.00065	1.0	0.0054	0.00225	0.00347	0.00242	0.00199	0.0249	0.0184	1.0	0.0022	1.0	0.00375	0.0204	0.0389	0.00104	1.0	0.0496	0.021	0.0144	2.37e-05	1.0	0.00668	1.0	1.0	1.0	1.0	1.0	0.00201	0.0054	1.0	1.0	0.00969	0.00982	1.0	0.0088	0.0139	1.0	6.75e-05	0.00838	1.0	0.00131	1.0	1.0	0.0276	0.00911	0.00962	0.00173
AAR2	36236284-36236684	-0.4859	2e-05	0.0	0.0	0.21333	1.0	1.0	3.97e-05	2.85e-05	0.00245	1.0	0.00214	0.00269	1.0	1.0	1.0	1.0	0.0059	0.0139	1.0	1.0	1.0	1.0	1.0	0.00836	0.00894	0.0196	1.0	0.0117	1.0	0.00315	1.0	1.0	1.0	1.0	1.0	0.0488	0.0011	0.00125	0.00269	1.0	1.0	0.00065	1.0	0.0054	0.00225	0.00347	0.00242	0.00199	0.0249	0.0184	1.0	0.0022	1.0	0.00375	0.0204	0.0389	0.00104	1.0	0.0496	0.021	0.0144	2.37e-05	1.0	0.00668	1.0	1.0	1.0	1.0	1.0	0.00201	0.0054	1.0	1.0	0.00969	0.00982	1.0	0.0088	0.0139	1.0	6.75e-05	0.00838	1.0	0.00131	1.0	1.0	0.0276	0.00911	0.00962	0.00173
AAR2	36236285-36236685	-0.4859	2e-05	0.0	0.0	0.21333	1.0	1.0	3.97e-05	2.85e-05	0.00245	1.0	0.00214	0.00269	1.0	1.0	1.0	1.0	0.0059	0.0139	1.0	1.0	1.0	1.0	1.0	0.00836	0.00894	0.0196	1.0	0.0117	1.0	0.00315	1.0	1.0	1.0	1.0	1.0	0.0488	0.00145	0.00125	0.00269	1.0	1.0	0.00065	1.0	0.0054	0.00225	0.00347	0.00242	0.00199	0.0249	0.0184	1.0	0.0022	1.0	0.00375	0.0204	0.0389	0.00104	1.0	0.0496	0.021	0.00776	2.37e-05	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00201	0.0054	1.0	1.0	0.0173	0.00982	1.0	0.0088	0.0139	1.0	6.75e-05	0.00838	1.0	0.00131	1.0	1.0	0.0276	0.00911	0.0132	0.00173
AAR2	36236303-36236703	-0.4859	2e-05	0.0	0.0	0.21333	0.0359	1.0	1.0	1.0	1.0	0.00791	0.00303	0.00466	1.0	1.0	0.00275	1.0	1.0	1.0	1.0	0.0338	0.00161	0.00135	0.00108	0.0101	0.00914	1.0	1.0	1.0	1.0	0.000657	0.0188	1.0	0.00324	0.00712	0.000935	0.000778	0.00513	0.0261	0.0208	1.0	0.00404	0.00712	1.0	0.000797	0.000577	0.00123	0.0401	0.0174	1.0	1.0	1.0	0.000542	1.0	0.005	0.0137	1.0	1.0	1.0	1.0	1.0	0.00831	0.00268	1.0	0.00668	1.0	0.0173	1.0	0.0199	0.0326	1.0	0.00077	1.0	1.0	0.0391	0.0165	1.0	0.00582	1.0	1.0	1.0	0.00906	0.0384	0.00405	0.00469	1.0	1.0	0.000833	0.000475	0.000169
AAR2	36239621-36240021	-0.4859	0.0	0.0	0.0	0.0	0.0124	1.0	1.0	0.00849	1.0	0.00681	0.00312	0.00317	1.0	1.0	1.0	1.0	1.0	0.0337	1.0	0.0102	1.0	1.0	1.0	0.00575	0.0059	0.0357	1.0	1.0	1.0	0.0359	1.0	0.0161	0.0362	0.00105	1.0	1.0	0.000468	0.000583	0.000342	1.0	0.00388	0.00815	1.0	0.000797	0.00494	0.000625	0.00564	0.000376	1.0	1.0	1.0	4.26e-05	1.0	0.00661	0.00532	0.00459	1.0	1.0	1.0	1.0	0.00186	3.55e-05	1.0	0.0165	1.0	1.0	1.0	0.00123	0.0155	1.0	0.00077	0.0393	1.0	0.00186	0.0165	0.0048	0.00562	1.0	1.0	0.00497	0.00245	0.0426	0.0019	1.0	1.0	1.0	0.00208	0.00158	0.00753
ANLN	36426828-36427228	0.3233	0.0	0.0	0.0	0.0	0.000661	1.0	0.000783	0.000551	1.0	1.0	7.65e-05	0.000182	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.000266	0.000256	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.028	3.47e-05	1.0	0.0141	0.00668	0.0123	0.00873	1.0	0.0104	0.000639	1.0	0.0137	0.0188	0.00256	0.0154	0.0334	1.0	1.0	1.0	0.000525	0.0013	0.000555	0.00016	0.00926	1.0	1.0	1.0	1.0	0.00101	0.000245	1.0	0.000164	1.0	0.00685	1.0	0.00239	0.000598	1.0	0.0133	1.0	1.0	1.0	0.00273	0.000423	0.0345	0.0252	1.0	0.00854	0.000186	1.0	6.43e-05	1.0	1.0	1.0	3.76e-05	0.000305	0.0371
ANLN	36428107-36428507	0.3233	0.0	0.0	0.0	0.0	0.00466	1.0	0.0164	0.0369	1.0	1.0	5.51e-05	0.00026	0.00491	1.0	1.0	1.0	1.0	0.0116	1.0	1.0	0.000694	1.0	0.0359	0.000655	0.000682	1.0	1.0	1.0	1.0	0.0121	0.000984	0.0315	1.0	0.000641	0.00427	0.0147	0.00295	0.0014	0.00605	1.0	0.00237	0.00693	0.0102	0.00164	0.0126	0.00083	0.0112	0.0408	1.0	1.0	1.0	0.000184	0.00405	0.0044	0.000577	1.0	1.0	1.0	1.0	1.0	0.00178	0.00292	1.0	0.00135	1.0	1.0	1.0	0.00184	0.00145	1.0	0.00164	1.0	0.00154	0.00049	0.0259	0.0133	1.0	1.0	1.0	0.0138	0.000444	0.0357	0.000132	0.00611	0.0251	1.0	0.000926	0.00193	0.00157
ANLN	36439004-36439404	-0.3233	0.0	0.0	0.0	0.0	1.0	0.0154	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0214	1.0	3.17e-05	0.00852	0.000563	0.0117	0.00936	0.00899	1.0	1.0	1.0	0.000739	1.0	2.89e-05	0.0166	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0181	1.0	0.00091	1.0	1.0	1.0	1.0	1.0	1.0	0.0155	0.00114	5.8e-06	1.0	1.0	1.0	1.0	1.0	0.00061	1.0	1.0	5.51e-06	1.0	1.0	1.0	1.0	0.0124	1.0	1.51e-07	1.0	1.0	3.89e-05	1.0	1.0	1.0	1.0	0.0015	1.0	0.000275	0.0077	1.0	0.00296	1.0	1.0	1.0	1.0	1.0	0.000227	1.0	1.0	0.0348
ANLN	36428160-36428560	0.3233	0.0	0.0	0.0	0.0	0.00565	1.0	0.0258	0.034	1.0	1.0	5.51e-05	0.00026	0.00491	1.0	1.0	1.0	1.0	0.0198	1.0	1.0	0.000694	1.0	0.0359	0.000655	0.000682	1.0	1.0	1.0	1.0	0.00609	0.000984	0.0315	1.0	0.000219	0.00427	0.0147	0.00295	0.0014	0.00605	1.0	0.00237	0.0018	0.0102	0.00063	0.00342	0.000384	0.00354	0.00251	1.0	1.0	1.0	0.000184	0.00405	0.0044	0.000577	1.0	1.0	1.0	1.0	1.0	0.00178	0.00292	1.0	0.00135	1.0	1.0	1.0	0.00184	0.00145	1.0	0.000608	1.0	0.00154	0.00049	0.0259	0.0133	0.00122	1.0	1.0	0.0138	0.000825	0.0357	0.000132	0.00611	0.0251	1.0	0.000288	0.00193	0.0272
ANLN	36439090-36439490	-0.3233	0.0	0.0	0.0	0.0	1.0	0.0205	1.0	1.0	1.0	0.00387	1.0	1.0	1.0	0.000128	0.02	0.000104	0.000199	1.0	0.0017	1.0	0.00152	1.0	1.0	1.0	1.0	0.000508	1.0	0.00231	1.0	0.0268	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0124	1.0	0.00815	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.35e-05	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.05e-05	1.0	1.0	0.00402	1.0	1.0	1.0	3.63e-06	1.0	1.0	0.0013	1.0	1.0	1.0	0.0213	0.000364	0.00135	0.0281	0.000322	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.93e-05	1.0	1.0	1.0
ANLN	36426716-36427116	0.3233	0.0	0.0	0.0	0.0	1.0	0.0154	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0214	1.0	3.17e-05	0.00852	0.000563	0.0117	0.00936	0.00899	1.0	1.0	1.0	0.000739	1.0	2.89e-05	4.28e-05	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0181	1.0	0.00674	1.0	1.0	1.0	1.0	1.0	1.0	0.00141	0.00063	5.8e-06	1.0	1.0	1.0	1.0	0.00141	0.00061	1.0	1.0	5.51e-06	1.0	1.0	1.0	1.0	0.0124	1.0	1.51e-07	1.0	1.0	3.89e-05	1.0	1.0	1.0	1.0	0.0015	1.0	0.000964	0.00429	1.0	0.00296	1.0	1.0	1.0	0.0254	1.0	0.000227	1.0	1.0	1.0
DLGAP4	36461268-36461668	-0.4119	-0.80341	0.0	0.0	0.0	1.0	0.0154	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0214	1.0	3.17e-05	0.00852	0.000563	0.0117	0.00936	0.00899	1.0	1.0	1.0	0.000739	1.0	2.89e-05	0.0166	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0181	1.0	0.00091	1.0	1.0	1.0	1.0	1.0	1.0	0.0155	0.00114	5.8e-06	1.0	1.0	1.0	1.0	1.0	0.00061	1.0	1.0	5.51e-06	1.0	1.0	1.0	1.0	0.0124	1.0	1.51e-07	1.0	1.0	6.15e-05	1.0	1.0	1.0	1.0	0.0015	1.0	0.000275	0.0077	1.0	0.00296	1.0	1.0	1.0	1.0	1.0	0.000227	1.0	1.0	0.0348
DLGAP4	36461278-36461678	-0.4119	-0.80341	0.0	0.0	0.0	1.0	0.0154	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0214	1.0	3.17e-05	0.00852	0.000563	0.0117	0.00936	0.00899	1.0	1.0	1.0	0.000739	1.0	2.89e-05	0.0166	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0181	1.0	0.00091	1.0	1.0	1.0	1.0	1.0	1.0	0.0155	0.00114	5.8e-06	1.0	1.0	1.0	1.0	1.0	0.00061	1.0	1.0	5.51e-06	1.0	1.0	1.0	1.0	0.0124	1.0	1.51e-07	1.0	1.0	6.15e-05	1.0	1.0	1.0	1.0	0.0015	1.0	0.000275	0.0077	1.0	0.00296	1.0	1.0	1.0	1.0	1.0	0.000227	1.0	1.0	0.0348
DLGAP4	36461280-36461680	-0.4119	-0.80341	0.0	0.0	0.0	1.0	0.0154	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0214	1.0	3.17e-05	0.00852	0.000563	0.0117	0.00936	0.00899	1.0	1.0	1.0	0.000739	1.0	2.89e-05	0.00336	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0181	1.0	0.00091	1.0	1.0	1.0	1.0	1.0	1.0	0.000836	0.000528	5.8e-06	1.0	1.0	1.0	1.0	1.0	0.00061	1.0	1.0	5.51e-06	1.0	1.0	1.0	1.0	0.0124	1.0	1.51e-07	1.0	1.0	0.000238	1.0	1.0	1.0	1.0	0.0015	1.0	0.000275	0.0077	1.0	0.00296	1.0	1.0	1.0	1.0	1.0	0.000227	1.0	1.0	0.0348
DLGAP4	36461292-36461692	-0.4119	-0.80341	0.0	0.0	0.0	1.0	0.0154	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0214	1.0	3.17e-05	0.00852	0.000563	0.0117	0.00936	0.00899	1.0	1.0	1.0	0.000739	1.0	2.89e-05	0.00336	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0181	1.0	0.00091	1.0	1.0	1.0	1.0	1.0	1.0	0.000836	0.000404	5.8e-06	1.0	1.0	1.0	1.0	1.0	0.00061	1.0	1.0	5.51e-06	1.0	1.0	1.0	1.0	0.0124	1.0	1.51e-07	1.0	1.0	0.000238	1.0	1.0	1.0	1.0	0.0015	1.0	0.000275	0.0077	1.0	0.00296	1.0	1.0	1.0	1.0	1.0	0.000227	1.0	1.0	0.0348
DLGAP4	36461310-36461710	-0.4119	-0.80341	0.0	0.0	0.0	1.0	1.0	1.57e-06	6.17e-07	0.00129	1.0	1.0	1.0	1.0	0.000987	0.0145	0.000889	1.0	0.0173	0.012	1.0	0.00376	0.00609	0.00301	1.0	1.0	0.00605	1.0	0.000543	0.0279	0.00899	0.0181	0.00313	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.000187	1.0	1.0	1.0	1.0	1.0	0.0217	0.000699	0.000929	1.0	0.000577	1.0	1.0	1.0	1.0	4.39e-05	1.0	1.0	1.0	1.0	0.0206	0.00782	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0259	1.0	0.0109	0.000587	0.00281	1.27e-05	1.0	1.0	1.0	0.0254	0.0108	1.0	1.0	1.0	0.00157
DLGAP4	36496505-36496905	-0.4119	0.0	0.0	0.0	0.0	0.0386	1.0	0.00209	0.00172	1.0	0.00212	0.00285	0.00542	1.0	0.0189	0.00167	1.0	1.0	0.012	1.0	1.0	0.000255	0.00373	0.00122	0.00687	0.0072	0.000255	0.0436	0.000968	1.0	0.000111	0.00121	1.0	0.00025	0.000805	0.000239	0.000202	1.0	0.00902	0.0208	0.00373	0.0181	0.0109	1.0	1.0	0.00962	0.0078	0.0246	1.0	1.0	1.0	1.0	0.00332	1.0	1.0	1.0	0.0131	0.0214	1.0	1.0	1.0	0.00119	1.0	1.0	1.0	1.0	1.0	1.0	0.00176	0.00155	1.0	1.0	1.0	1.0	1.0	0.0165	0.00171	1.0	1.0	0.0263	0.00279	0.00931	0.0118	0.00612	0.0166	1.0	1.0	0.000211	0.0174	1.0
