flanks	gene_id	mean_dpsi_per_lsv_junction	H3K4me3	H3K27me3	H3K9me3	H3K27ac
45620142-45620542	ENSG00000204650.14	-0.5979	-1.37021	0.0	0.0	0.0
45620144-45620544	ENSG00000204650.14	-0.5979	-1.37021	0.0	0.0	0.0
45620146-45620546	ENSG00000204650.14	-0.5979	-1.37021	0.0	0.0	0.0
45620172-45620572	ENSG00000204650.14	-0.5979	-1.37021	0.0	0.0	0.0
45620952-45621352	ENSG00000204650.14	0.5979				
45621708-45622108	ENSG00000204650.14	0.5979				
45621726-45622126	ENSG00000204650.14	0.5979				
45621841-45622241	ENSG00000204650.14	0.5979				
46094308-46094708	ENSG00000120071.15	-0.274				
46094360-46094760	ENSG00000120071.15	-0.274				
46094441-46094841	ENSG00000120071.15	-0.274				
46094501-46094901	ENSG00000120071.15	-0.274				
46170655-46171055	ENSG00000120071.15	-0.274				
46223471-46223871	ENSG00000120071.15	0.7121				
46223476-46223876	ENSG00000120071.15	0.7121				
46223485-46223885	ENSG00000120071.15	0.7121				
46223604-46224004	ENSG00000120071.15	0.7121				
46224361-46224761	ENSG00000120071.15	0.7121				
46224493-46224893	ENSG00000120071.15	0.7121				
46225141-46225541	ENSG00000120071.15	-0.7121	-0.52316	0.0	0.0	0.0
46225155-46225555	ENSG00000120071.15	-0.7121	-0.52316	0.0	0.0	0.0
46225161-46225561	ENSG00000120071.15	-0.7121	-0.52316	0.0	0.0	0.0
46225167-46225567	ENSG00000120071.15	-0.7121	-0.52316	0.0	0.0	0.0
46225171-46225571	ENSG00000120071.15	-0.7121	-0.52316	0.0	0.0	0.0
46225173-46225573	ENSG00000120071.15	-0.7121	-0.52316	0.0	0.0	0.0
46225176-46225576	ENSG00000120071.15	-0.7121	-0.52316	0.0	0.0	0.0
46225189-46225589	ENSG00000120071.15	-0.7121	-0.52316	0.0	0.0	0.0
48892477-48892877	ENSG00000159199.14	-0.4125	0.2836	0.0	0.0	0.0
48892565-48892965	ENSG00000159199.14	0.4125	0.2836	0.0	0.0	0.46927
48892567-48892967	ENSG00000159199.14	0.4125	0.2836	0.0	0.0	0.46927
48892587-48892987	ENSG00000159199.14	0.4125	0.2836	0.0	0.0	0.46927
48892597-48892997	ENSG00000159199.14	0.4125	0.2836	0.0	0.0	0.46927
48892602-48893002	ENSG00000159199.14	0.4125	0.2836	0.0	0.0	0.46927
48892617-48893017	ENSG00000159199.14	0.4125	0.2836	0.0	0.0	0.46927
48892640-48893040	ENSG00000159199.14	0.4125	0.2836	0.0	0.0	0.46927
48892654-48893054	ENSG00000159199.14	0.4125	0.2836	0.0	0.0	0.46927
48892710-48893110	ENSG00000159199.14	0.4125	0.2836	0.0	0.0	0.46927
48893113-48893513	ENSG00000159199.14	0.4125	0.2836	0.0	0.0	0.50466
48893209-48893609	ENSG00000159199.14	0.4125	0.2836	0.0	0.0	0.50466
48893256-48893656	ENSG00000159199.14	0.4125	0.2836	0.0	0.0	0.50466
63098975-63099375	ENSG00000170921.16	0.5926				
63099046-63099446	ENSG00000170921.16	0.5926				
63099157-63099557	ENSG00000170921.16	0.5926				
63151070-63151470	ENSG00000170921.16	-0.6728	-3.61336	0.0	0.0	-3.1041
63151180-63151580	ENSG00000170921.16	-0.6728	-3.61336	0.0	0.0	-3.1041
63193730-63194130	ENSG00000170921.16	0.5926				
63193731-63194131	ENSG00000170921.16	0.5926				
63193791-63194191	ENSG00000170921.16	0.5926				
63193794-63194194	ENSG00000170921.16	0.5926				
63193870-63194270	ENSG00000170921.16	0.5926				
63193882-63194282	ENSG00000170921.16	0.5926				
63193939-63194339	ENSG00000170921.16	0.5926				
64974355-64974755	ENSG00000214174.9	0.5392	-0.00825	0.0	0.0	0.0
64974441-64974841	ENSG00000214174.9	0.5392	-0.00825	0.0	0.0	0.0
64974751-64975151	ENSG00000214174.9	0.5392	-0.00825	0.0	0.0	0.0
64974917-64975317	ENSG00000214174.9	0.5392	-0.00825	0.0	0.0	0.0
64975360-64975760	ENSG00000214174.9	-0.5392	-0.00825	0.0	0.0	-0.63223
64975367-64975767	ENSG00000214174.9	-0.5392	-0.00825	0.0	0.0	-0.63223
64975371-64975771	ENSG00000214174.9	-0.5392	-0.00825	0.0	0.0	-0.63223
64975373-64975773	ENSG00000214174.9	-0.5392	-0.00825	0.0	0.0	-0.63223
64975376-64975776	ENSG00000214174.9	-0.5392	-0.00825	0.0	0.0	-0.63223
64975379-64975779	ENSG00000214174.9	-0.5392	-0.00825	0.0	0.0	-0.63223
64975383-64975783	ENSG00000214174.9	-0.5392	-0.00825	0.0	0.0	-0.63223
64975395-64975795	ENSG00000214174.9	-0.5392	-0.00825	0.0	0.0	-0.63223
64975399-64975799	ENSG00000214174.9	-0.5392	-0.00825	0.0	0.0	-0.63223
64975405-64975805	ENSG00000214174.9	-0.5392	-0.00825	0.0	0.0	-0.63223
64975408-64975808	ENSG00000214174.9	-0.5392	-0.00825	0.0	0.0	-0.63223
64975417-64975817	ENSG00000214174.9	-0.5392	-0.00825	0.0	0.0	-0.63223
77306941-77307341	ENSG00000184640.20	0.3786				
77306997-77307397	ENSG00000184640.20	0.3786				
77373352-77373752	ENSG00000184640.20	-0.4578	-0.56104	0.0	0.0	0.22649
77401859-77402259	ENSG00000184640.20	0.3786				
77401889-77402289	ENSG00000184640.20	0.3786				
77401901-77402301	ENSG00000184640.20	0.3786				
77402000-77402400	ENSG00000184640.20	0.3786				
7856815-7857215	ENSG00000183011.14	0.3624	-0.0357	4.80228	0.0	-0.95627
7856998-7857398	ENSG00000183011.14	0.3624	-0.0357	4.80228	0.0	-0.95627
7857063-7857463	ENSG00000183011.14	0.3624	-0.0357	4.80228	0.0	-0.95627
7857183-7857583	ENSG00000183011.14	0.3624	-0.0357	0.0	0.0	-0.95627
7857359-7857759	ENSG00000183011.14	0.3624	-0.0357	0.0	0.0	-0.95627
7857362-7857762	ENSG00000183011.14	0.3624	-0.0357	0.0	0.0	-0.95627
7857363-7857763	ENSG00000183011.14	0.3624	-0.0357	0.0	0.0	-0.95627
7883035-7883435	ENSG00000183011.14	-0.359				
7883135-7883535	ENSG00000183011.14	-0.359				
8381943-8382343	ENSG00000161970.15	0.3754	0.00386	0.0	0.0	-0.25747
8382109-8382509	ENSG00000161970.15	0.3754	0.00386	0.0	0.0	-0.25747
8382115-8382515	ENSG00000161970.15	0.3754	0.00386	0.0	0.0	-0.25747
8382138-8382538	ENSG00000161970.15	0.3754	0.00386	0.0	0.0	-0.25747
8382575-8382975	ENSG00000161970.15	0.3754	0.00386	0.0	0.0	-0.25747
8382581-8382981	ENSG00000161970.15	0.3754	0.00386	0.0	0.0	-0.25747
8382662-8383062	ENSG00000161970.15	0.3754	0.00386	0.0	0.0	-0.25747
8382809-8383209	ENSG00000161970.15	-0.6137	0.00386	0.0	0.0	0.13503
8382942-8383342	ENSG00000161970.15	-0.6137	0.00386	0.0	0.0	0.13503
8382957-8383357	ENSG00000161970.15	-0.6137	0.00386	0.0	0.0	0.13503
8382964-8383364	ENSG00000161970.15	-0.6137	0.00386	0.0	0.0	0.13503
8382966-8383366	ENSG00000161970.15	-0.6137	0.00386	0.0	0.0	0.13503
8382987-8383387	ENSG00000161970.15	-0.6137	0.00386	0.0	0.0	0.13503
8382992-8383392	ENSG00000161970.15	-0.6137	0.00386	0.0	0.0	0.13503
8382993-8383393	ENSG00000161970.15	-0.6137	0.00386	0.0	0.0	0.13503
8383013-8383413	ENSG00000161970.15	-0.6137	0.00386	0.0	0.0	0.13503
11689739-11690139	ENSG00000141404.17	-0.3674	-0.28221	-1.29881	0.0	0.0
11752378-11752778	ENSG00000141404.17	0.3674	0.92143	-0.99199	0.0	0.0
11752606-11753006	ENSG00000141404.17	0.3674	0.92143	-0.99199	0.0	0.0
11752653-11753053	ENSG00000141404.17	0.3674	0.92143	-0.99199	0.0	0.0
11752684-11753084	ENSG00000141404.17	0.3674	0.92143	-0.99199	0.0	0.0
11752725-11753125	ENSG00000141404.17	0.3674	0.92143	-0.99199	0.0	0.0
34679268-34679668	ENSG00000134769.23	0.8871				
34679337-34679737	ENSG00000134769.23	0.8871				
34679392-34679792	ENSG00000134769.23	0.8871				
34710061-34710461	ENSG00000134769.23	-0.8691	-3.65429	0.0	0.0	-1.31079
34710084-34710484	ENSG00000134769.23	-0.8691	-3.65429	0.0	0.0	-1.31079
34710094-34710494	ENSG00000134769.23	-0.8691	-3.65429	0.0	0.0	-1.31079
34710097-34710497	ENSG00000134769.23	-0.8691	-3.65429	0.0	0.0	-1.31079
34710098-34710498	ENSG00000134769.23	-0.8691	-3.65429	0.0	0.0	-1.31079
34710118-34710518	ENSG00000134769.23	-0.8691	-3.65429	0.0	0.0	-1.31079
34710227-34710627	ENSG00000134769.23	-0.8691	-3.65429	0.0	0.0	-1.31079
34710245-34710645	ENSG00000134769.23	-0.8691	-3.65429	0.0	0.0	-1.31079
34755776-34756176	ENSG00000134769.23	0.8871				
34755777-34756177	ENSG00000134769.23	0.8871				
34755832-34756232	ENSG00000134769.23	0.8871				
34755843-34756243	ENSG00000134769.23	0.8871				
58165588-58165988	ENSG00000049759.20	-0.4684				
58165592-58165992	ENSG00000049759.20	-0.4684				
58165608-58166008	ENSG00000049759.20	-0.4684				
58165639-58166039	ENSG00000049759.20	-0.4684				
58165661-58166061	ENSG00000049759.20	-0.4684				
58195399-58195799	ENSG00000049759.20	0.4086	2.06444	-1.77269	0.0	1.57357
58195453-58195853	ENSG00000049759.20	0.4086	2.06444	-1.77269	0.0	1.57357
58195476-58195876	ENSG00000049759.20	0.4086	2.06444	-1.77269	0.0	1.57357
58195496-58195896	ENSG00000049759.20	0.4086	2.06444	-1.77269	0.0	1.57357
58195533-58195933	ENSG00000049759.20	0.4086	2.06444	-1.77269	0.0	1.57357
58245227-58245627	ENSG00000049759.20	0.4086				
58245289-58245689	ENSG00000049759.20	0.4086				
58245308-58245708	ENSG00000049759.20	0.4086				
11195422-11195822	ENSG00000197256.11	0.3363				
11195423-11195823	ENSG00000197256.11	0.3363				
11195485-11195885	ENSG00000197256.11	0.3363				
11195620-11196020	ENSG00000197256.11	0.3363				
11195681-11196081	ENSG00000197256.11	0.3363				
11195850-11196250	ENSG00000197256.11	0.3363				
11195858-11196258	ENSG00000197256.11	0.3363				
11196027-11196427	ENSG00000197256.11	0.3363	-0.08861	0.0	0.0	0.0
11196029-11196429	ENSG00000197256.11	0.3363	-0.08861	0.0	0.0	0.0
11197285-11197685	ENSG00000197256.11	-0.4036	-0.08861	0.0	0.0	1.68247
11197330-11197730	ENSG00000197256.11	-0.4036	-0.08861	0.0	0.0	1.68247
11197345-11197745	ENSG00000197256.11	-0.4036	-0.08861	0.0	0.0	1.68247
11197347-11197747	ENSG00000197256.11	-0.4036	-0.08861	0.0	0.0	1.68247
11197348-11197748	ENSG00000197256.11	-0.4036	-0.08861	0.0	0.0	1.68247
14491456-14491856	ENSG00000123159.16	0.4108				
14491543-14491943	ENSG00000123159.16	0.4108				
14492657-14493057	ENSG00000123159.16	0.4108				
14492712-14493112	ENSG00000123159.16	0.4108				
14495837-14496237	ENSG00000123159.16	-0.4108	-0.7194	0.0	0.0	0.50985
14495852-14496252	ENSG00000123159.16	-0.4108	-0.7194	0.0	0.0	0.50985
14495927-14496327	ENSG00000123159.16	-0.4108	-0.7194	0.0	0.0	0.50985
14495932-14496332	ENSG00000123159.16	-0.4108	-0.7194	0.0	0.0	0.50985
14495949-14496349	ENSG00000123159.16	-0.4108	-0.7194	0.0	0.0	0.50985
17932815-17933215	ENSG00000007080.11	-0.3356	0.04314	0.0	0.0	0.80081
17932823-17933223	ENSG00000007080.11	-0.3356	0.04314	0.0	0.0	0.80081
17932848-17933248	ENSG00000007080.11	-0.3356	0.04314	0.0	0.0	0.80081
17934896-17935296	ENSG00000007080.11	0.3356				
17934991-17935391	ENSG00000007080.11	0.3356				
17936051-17936451	ENSG00000007080.11	0.3356				
17936210-17936610	ENSG00000007080.11	0.3356				
17936379-17936779	ENSG00000007080.11	0.3356				
18870419-18870819	ENSG00000223802.9	-0.3588	2.15099	3.01414	0.0	0.0
18877709-18878109	ENSG00000223802.9	0.3588				
18877711-18878111	ENSG00000223802.9	0.3588				
18877717-18878117	ENSG00000223802.9	0.3588				
18877898-18878298	ENSG00000223802.9	0.3588				
18878730-18879130	ENSG00000223802.9	0.3588				
18878839-18879239	ENSG00000223802.9	0.3588				
36013103-36013503	ENSG00000239382.11	0.4091	-0.08433	0.0	0.0	0.0
36013110-36013510	ENSG00000239382.11	0.4091	-0.08433	0.0	0.0	0.0
36013128-36013528	ENSG00000239382.11	0.4091	-0.08433	0.0	0.0	0.0
36013144-36013544	ENSG00000239382.11	0.4091	-0.08433	0.0	0.0	0.0
36013222-36013622	ENSG00000239382.11	0.4091	-0.08433	0.0	0.0	0.0
36013314-36013714	ENSG00000239382.11	0.4091	-0.08433	0.0	0.0	0.0
36013388-36013788	ENSG00000239382.11	0.4091	-0.08433	0.0	0.0	0.0
36013975-36014375	ENSG00000239382.11	-0.4091	-0.08433	0.0	0.0	-0.25372
36013983-36014383	ENSG00000239382.11	-0.4091	-0.08433	0.0	0.0	-0.25372
36013990-36014390	ENSG00000239382.11	-0.4091	-0.08433	0.0	0.0	-0.25372
36013999-36014399	ENSG00000239382.11	-0.4091	-0.08433	0.0	0.0	-0.25372
36014002-36014402	ENSG00000239382.11	-0.4091	-0.08433	0.0	0.0	-0.25372
36014008-36014408	ENSG00000239382.11	-0.4091	-0.08433	0.0	0.0	-0.25372
36014012-36014412	ENSG00000239382.11	-0.4091	-0.08433	0.0	0.0	-0.25372
36014013-36014413	ENSG00000239382.11	-0.4091	-0.08433	0.0	0.0	-0.25372
36014018-36014418	ENSG00000239382.11	-0.4091	-0.08433	0.0	0.0	-0.25372
36014022-36014422	ENSG00000239382.11	-0.4091	-0.08433	0.0	0.0	-0.25372
36014027-36014427	ENSG00000239382.11	-0.4091	-0.08433	0.0	0.0	-0.25372
36014035-36014435	ENSG00000239382.11	-0.4091	-0.08433	0.0	0.0	-0.25372
36014037-36014437	ENSG00000239382.11	-0.4091	-0.08433	0.0	0.0	-0.25372
36014039-36014439	ENSG00000239382.11	-0.4091	-0.08433	0.0	0.0	-0.25372
40714331-40714731	ENSG00000123815.13	0.445	-0.11792	0.0	0.0	0.54312
40714435-40714835	ENSG00000123815.13	0.445	-0.11792	0.0	0.0	0.54312
40714533-40714933	ENSG00000123815.13	0.445	-0.11792	0.0	0.0	0.54312
40714549-40714949	ENSG00000123815.13	0.445	-0.11792	0.0	0.0	0.54312
40714568-40714968	ENSG00000123815.13	0.445	-0.11792	0.0	0.0	0.54312
40714585-40714985	ENSG00000123815.13	0.445	-0.11792	0.0	0.0	0.54312
40716387-40716787	ENSG00000123815.13	0.445	-0.11792	0.0	0.0	0.03987
40716503-40716903	ENSG00000123815.13	0.445	-0.11792	0.0	0.0	0.03987
40716522-40716922	ENSG00000123815.13	0.445	-0.11792	0.0	0.0	0.03987
40716588-40716988	ENSG00000123815.13	-0.3738	-0.11792	0.0	0.0	0.03987
40716598-40716998	ENSG00000123815.13	-0.3738	-0.11792	0.0	0.0	0.03987
40716600-40717000	ENSG00000123815.13	-0.3738	-0.11792	0.0	0.0	0.03987
40716662-40717062	ENSG00000123815.13	-0.3738	-0.11792	0.0	0.0	-0.26282
40716682-40717082	ENSG00000123815.13	-0.3738	-0.11792	0.0	0.0	-0.26282
40716685-40717085	ENSG00000123815.13	-0.3738	-0.11792	0.0	0.0	-0.26282
40716686-40717086	ENSG00000123815.13	-0.3738	-0.11792	0.0	0.0	-0.26282
40716694-40717094	ENSG00000123815.13	-0.3738	-0.11792	0.0	0.0	-0.26282
40716696-40717096	ENSG00000123815.13	-0.3738	-0.11792	0.0	0.0	-0.26282
40716720-40717120	ENSG00000123815.13	-0.3738	-0.11792	0.0	0.0	-0.26282
46745846-46746246	ENSG00000181027.11	-0.6729	-0.10099	0.0	0.0	0.79637
46745854-46746254	ENSG00000181027.11	-0.6729	-0.10099	0.0	0.0	0.79637
46745857-46746257	ENSG00000181027.11	-0.6729	-0.10099	0.0	0.0	0.79637
46745858-46746258	ENSG00000181027.11	-0.6729	-0.10099	0.0	0.0	0.79637
46745859-46746259	ENSG00000181027.11	-0.6729	-0.10099	0.0	0.0	0.79637
46745861-46746261	ENSG00000181027.11	-0.6729	-0.10099	0.0	0.0	0.79637
46745886-46746286	ENSG00000181027.11	-0.6729	-0.10099	0.0	0.0	0.79637
46745890-46746290	ENSG00000181027.11	-0.6729	-0.10099	0.0	0.0	0.79637
46745949-46746349	ENSG00000181027.11	-0.6729	-0.10099	0.0	0.0	0.79637
46746011-46746411	ENSG00000181027.11	-0.6729	-0.10099	0.0	0.0	0.66747
46747034-46747434	ENSG00000181027.11	0.4059	-0.10099	0.0	0.0	0.33654
46747094-46747494	ENSG00000181027.11	0.4059	-0.10099	0.0	0.0	0.33654
46747105-46747505	ENSG00000181027.11	0.4059	-0.10099	0.0	0.0	0.33654
46747827-46748227	ENSG00000181027.11	0.4059				
46747888-46748288	ENSG00000181027.11	0.4059				
47349115-47349515	ENSG00000134815.19	-0.6853	0.20515	0.0	0.0	0.0
47349152-47349552	ENSG00000134815.19	-0.6853	0.20515	0.0	0.0	0.0
47349155-47349555	ENSG00000134815.19	-0.6853	0.20515	0.0	0.0	0.0
47352554-47352954	ENSG00000134815.19	0.6853				
49642009-49642409	ENSG00000126461.15	-0.4644	-0.27336	0.0	0.0	-0.20178
49642042-49642442	ENSG00000126461.15	-0.4644	-0.27336	0.0	0.0	-0.20178
49642460-49642860	ENSG00000126461.15	0.3782	-0.27336	0.0	0.0	0.15135
49642506-49642906	ENSG00000126461.15	0.3782	-0.27336	0.0	0.0	0.15135
49644630-49645030	ENSG00000126461.15	0.3782				
49644723-49645123	ENSG00000126461.15	0.3782				
49644821-49645221	ENSG00000126461.15	0.3782				
49644934-49645334	ENSG00000126461.15	0.3782				
50802017-50802417	ENSG00000167747.16	0.4209	0.15882	0.0	0.0	0.0
50802049-50802449	ENSG00000167747.16	0.4209	0.15882	0.0	0.0	0.0
50802057-50802457	ENSG00000167747.16	0.4209	0.15882	0.0	0.0	0.0
50802058-50802458	ENSG00000167747.16	0.4209	0.15882	0.0	0.0	0.0
50802128-50802528	ENSG00000167747.16	0.4209	0.15882	0.0	0.0	0.0
50802218-50802618	ENSG00000167747.16	0.4209	0.15882	0.0	0.0	0.0
50802254-50802654	ENSG00000167747.16	0.4209	0.15882	0.0	0.0	0.0
50802414-50802814	ENSG00000167747.16	0.4209	0.64259	0.0	0.0	0.0
50802450-50802850	ENSG00000167747.16	0.4209	0.64259	0.0	0.0	0.0
50804267-50804667	ENSG00000167747.16	-0.4276	0.64259	0.0	0.0	-0.0412
50804358-50804758	ENSG00000167747.16	-0.4276	0.64259	0.0	0.0	-0.0412
50804372-50804772	ENSG00000167747.16	-0.4276	0.64259	0.0	0.0	-0.0412
50804394-50804794	ENSG00000167747.16	-0.4276	0.64259	0.0	0.0	-0.0412
50804395-50804795	ENSG00000167747.16	-0.4276	0.64259	0.0	0.0	-0.0412
50804420-50804820	ENSG00000167747.16	-0.4276	0.64259	0.0	0.0	-0.0412
50804439-50804839	ENSG00000167747.16	-0.4276	0.64259	0.0	0.0	-0.0412
50804469-50804869	ENSG00000167747.16	-0.4276	0.64259	0.0	0.0	-0.0412
52374099-52374499	ENSG00000221923.9	0.3696				
52374194-52374594	ENSG00000221923.9	0.3696				
52374227-52374627	ENSG00000221923.9	0.3696				
52374284-52374684	ENSG00000221923.9	0.3696				
52379221-52379621	ENSG00000221923.9	0.3696				
52379340-52379740	ENSG00000221923.9	0.3696				
52383649-52384049	ENSG00000221923.9	-0.4252	0.0	0.0	-0.35896	0.0
52383769-52384169	ENSG00000221923.9	-0.4252	0.0	0.0	-0.35896	0.0
52891029-52891429	ENSG00000182986.15	0.3902				
52891146-52891546	ENSG00000182986.15	0.3902				
52893419-52893819	ENSG00000182986.15	0.3902				
52893579-52893979	ENSG00000182986.15	0.3902				
52893656-52894056	ENSG00000182986.15	0.3902				
52893727-52894127	ENSG00000182986.15	0.3902				
52897310-52897710	ENSG00000182986.15	-0.4357	0.17481	0.0	0.0	0.2392
52897320-52897720	ENSG00000182986.15	-0.4357	0.17481	0.0	0.0	0.2392
52897360-52897760	ENSG00000182986.15	-0.4357	0.17481	0.0	0.0	0.2392
52897435-52897835	ENSG00000182986.15	-0.4357	0.17481	0.0	0.0	0.2392
52897448-52897848	ENSG00000182986.15	-0.4357	0.17481	0.0	0.0	0.2392
52897449-52897849	ENSG00000182986.15	-0.4357	0.17481	0.0	0.0	0.2392
52897450-52897850	ENSG00000182986.15	-0.4357	0.17481	0.0	0.0	0.2392
52897454-52897854	ENSG00000182986.15	-0.4357	0.17481	0.0	0.0	0.2392
52897455-52897855	ENSG00000182986.15	-0.4357	0.17481	0.0	0.0	0.2392
52897484-52897884	ENSG00000182986.15	-0.4357	0.17481	0.0	0.0	0.2392
52897486-52897886	ENSG00000182986.15	-0.4357	0.17481	0.0	0.0	0.2392
52897493-52897893	ENSG00000182986.15	-0.4357	0.17481	0.0	0.0	0.2392
53333549-53333949	ENSG00000213799.13	-0.404	0.22751	0.0	0.0	0.0
53333592-53333992	ENSG00000213799.13	-0.404	0.22751	0.0	0.0	0.0
53340624-53341024	ENSG00000213799.13	0.404				
53340725-53341125	ENSG00000213799.13	0.404				
53341035-53341435	ENSG00000213799.13	0.404				
53341122-53341522	ENSG00000213799.13	0.404				
174585323-174585723	ENSG00000115935.18	0.44				
174585389-174585789	ENSG00000115935.18	0.44				
174585411-174585811	ENSG00000115935.18	0.44				
174682574-174682974	ENSG00000115935.18	-0.5081	-0.36381	1.3186	0.0	0.0
174682647-174683047	ENSG00000115935.18	-0.5081	-0.36381	1.3186	0.0	0.0
174682671-174683071	ENSG00000115935.18	-0.5081	-0.36381	1.3186	0.0	0.0
174682683-174683083	ENSG00000115935.18	-0.5081	-0.36381	1.3186	0.0	0.0
174682699-174683099	ENSG00000115935.18	-0.5081	-0.36381	1.3186	0.0	0.0
174682716-174683116	ENSG00000115935.18	-0.5081	-0.36381	1.3186	0.0	0.0
187503448-187503848	ENSG00000003436.16	0.5895				
187503570-187503970	ENSG00000003436.16	0.5895				
187513416-187513816	ENSG00000003436.16	-0.5252	-3.00766	0.0	0.0	0.0
187513441-187513841	ENSG00000003436.16	-0.5252	-3.00766	0.0	0.0	0.0
187513446-187513846	ENSG00000003436.16	-0.5252	-3.00766	0.0	0.0	0.0
187513453-187513853	ENSG00000003436.16	-0.5252	-3.00766	0.0	0.0	0.0
187553949-187554349	ENSG00000003436.16	0.5895	-2.84568	0.0	0.0	-0.46468
187553991-187554391	ENSG00000003436.16	0.5895	-2.84568	0.0	0.0	-0.46468
187554000-187554400	ENSG00000003436.16	0.5895	-2.84568	0.0	0.0	-0.46468
187554076-187554476	ENSG00000003436.16	0.5895	-2.84568	0.0	0.0	-0.46468
187554149-187554549	ENSG00000003436.16	0.5895	-2.84568	0.0	0.0	-0.46468
187554151-187554551	ENSG00000003436.16	0.5895	-2.84568	0.0	0.0	-0.46468
187554193-187554593	ENSG00000003436.16	0.5895	-2.84568	0.0	0.0	-0.46468
195605936-195606336	ENSG00000196950.14	0.5018				
195606033-195606433	ENSG00000196950.14	0.5018				
195656928-195657328	ENSG00000196950.14	-0.5855	-0.16264	0.0	0.0	0.01567
195656936-195657336	ENSG00000196950.14	-0.5855	-0.16264	0.0	0.0	0.01567
195657026-195657426	ENSG00000196950.14	-0.5855	-0.16264	0.0	0.0	0.01567
195657035-195657435	ENSG00000196950.14	-0.5855	-0.16264	0.0	0.0	0.01567
195657081-195657481	ENSG00000196950.14	-0.5855	-0.16264	0.0	0.0	0.01567
195657249-195657649	ENSG00000196950.14	-0.5855	-0.16264	0.0	0.0	0.01567
195679832-195680232	ENSG00000196950.14	0.5018				
195679848-195680248	ENSG00000196950.14	0.5018				
195679958-195680358	ENSG00000196950.14	0.5018				
219498665-219499065	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498672-219499072	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498674-219499074	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498675-219499075	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498684-219499084	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498688-219499088	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498691-219499091	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498692-219499092	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498699-219499099	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498701-219499101	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498704-219499104	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498705-219499105	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498706-219499106	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498707-219499107	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498714-219499114	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498715-219499115	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498738-219499138	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498771-219499171	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498799-219499199	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498820-219499220	ENSG00000144591.20	-0.4204	0.02796	0.0	0.0	1.30579
219498906-219499306	ENSG00000144591.20	0.3306	0.02796	0.0	0.0	1.30579
219499054-219499454	ENSG00000144591.20	0.3306	0.02796	0.0	0.0	1.30579
219499242-219499642	ENSG00000144591.20	0.3306	0.02796	0.0	0.0	0.0
219499575-219499975	ENSG00000144591.20	0.3306	0.02796	0.0	0.0	0.0
219499754-219500154	ENSG00000144591.20	0.3306				
219499756-219500156	ENSG00000144591.20	0.3306				
219499761-219500161	ENSG00000144591.20	0.3306				
219499815-219500215	ENSG00000144591.20	0.3306				
219499820-219500220	ENSG00000144591.20	0.3306				
219499877-219500277	ENSG00000144591.20	0.3306				
219499921-219500321	ENSG00000144591.20	0.3306				
219499949-219500349	ENSG00000144591.20	0.3306				
232697099-232697499	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697105-232697505	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697108-232697508	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697110-232697510	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697123-232697523	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697130-232697530	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697131-232697531	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697133-232697533	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697138-232697538	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697144-232697544	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697146-232697546	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697149-232697549	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697150-232697550	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697152-232697552	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
232697162-232697562	ENSG00000204120.16	-0.3276	-0.41963	0.0	0.0	0.18879
